SERVICE,TIME,REQ,CLEAR,START,END,A/D,FREQ,AC,SEAT,TERM,WKY,TY,REC,O/D,L/N,TROUND,T/R,LAST
NUMBER,,TIME,CODE,DATE,DATE,,,,,,,OP,TYP,,,SERV NO,DAYS,EDIT
EW 363  ,1130,1130,OK ,18-Jun-18,18-Jun-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,20-Jun-18,20-Jun-18,D,..3....,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1020,1020,OK ,23-Jun-18,23-Jun-18,D,.....6.,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,23-May-18
EW 363  ,1040,1040,OK ,24-Jun-18,24-Jun-18,D,......7,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,23-May-18
EW 363  ,1130,1130,OK ,25-Jun-18,25-Jun-18,D,1......,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,27-Jun-18,24-Oct-18,D,..3....,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1020,1020,OK ,30-Jun-18,30-Jun-18,D,.....6.,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,23-May-18
EW 363  ,1040,1040,OK ,01-Jul-18,16-Sep-18,D,......7,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,02-Jul-18,09-Jul-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1020,1020,OK ,07-Jul-18,27-Oct-18,D,.....6.,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,16-Jul-18,23-Jul-18,D,1......,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,08-May-18
EW 363  ,1130,1130,OK ,30-Jul-18,30-Jul-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,08-May-18
EW 363  ,1130,1130,OK ,06-Aug-18,06-Aug-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,13-Aug-18,20-Aug-18,D,1......,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,08-May-18
EW 363  ,1130,1130,OK ,27-Aug-18,27-Aug-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,08-May-18
EW 363  ,1130,1130,OK ,03-Sep-18,10-Sep-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,17-Sep-18,17-Sep-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,08-May-18
EW 363  ,1040,1040,OK ,23-Sep-18,23-Sep-18,D,......7,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,24-Sep-18,08-Oct-18,D,1......,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,08-May-18
EW 363  ,1040,1040,OK ,30-Sep-18,21-Oct-18,D,......7,319,150,1I ,1,J,SO,CGN,CGN,EW 362  ,0,25-Apr-18
EW 363  ,1130,1130,OK ,15-Oct-18,22-Oct-18,D,1......,32A,180,1I ,1,J,SO,CGN,CGN,EW 362  ,0,08-May-18
MLT386  ,1355,1355,OK ,20-Jul-18,20-Jul-18,A,....5..,733,148,1I ,1,C,SO,LDE,LDE,MLT386 F,0,22-May-18
MLT386 F,1455,1455,OK ,20-Jul-18,20-Jul-18,D,....5..,733,0,1D ,1,P,SO,STN,STN,MLT386  ,0,22-May-18
LM 390  ,745,745,OK ,26-Mar-18,30-Mar-18,A,12345..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,23-Mar-18
LM 390  ,750,750,OK ,02-Apr-18,09-Apr-18,A,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,16-Apr-18
LM 390  ,750,750,OK ,03-Apr-18,17-May-18,A,.2.4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,18-May-18
LM 390  ,750,750,OK ,04-Apr-18,04-Apr-18,A,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,10-Apr-18
LM 390  ,750,750,OK ,06-Apr-18,27-Apr-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,04-May-18
LM 390  ,745,745,OK ,11-Apr-18,11-Apr-18,A,..3....,S20,50,1D ,1,J,SO,KOI,KOI,LM 391  ,0,10-Apr-18
LM 390  ,750,750,OK ,18-Apr-18,16-May-18,A,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,18-May-18
LM 390  ,750,750,OK ,23-Apr-18,14-May-18,A,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,18-May-18
LM 390  ,750,750,OK ,04-May-18,04-May-18,A,....5..,S20,50,1D ,1,J,SO,KOI,KOI,LM 391  ,0,04-May-18
LM 390  ,750,750,OK ,11-May-18,18-May-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,18-May-18
LM 390  ,745,745,OK ,21-May-18,26-Oct-18,A,12345..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,0,18-May-18
LM 391  ,820,820,OK ,26-Mar-18,30-Mar-18,D,12345..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,23-Mar-18
LM 391  ,730,730,OK ,31-Mar-18,31-Mar-18,D,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 394  ,1,04-Apr-18
LM 391  ,820,820,OK ,02-Apr-18,09-Apr-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,16-Apr-18
LM 391  ,820,820,OK ,03-Apr-18,17-May-18,D,.2.4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,18-May-18
LM 391  ,820,820,OK ,04-Apr-18,04-Apr-18,D,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,10-Apr-18
LM 391  ,730,730,OK ,07-Apr-18,07-Apr-18,D,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 394  ,1,13-Apr-18
LM 391  ,820,820,OK ,06-Apr-18,27-Apr-18,D,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,04-May-18
LM 391  ,820,820,OK ,11-Apr-18,11-Apr-18,D,..3....,S20,50,1D ,1,J,SO,KOI,KOI,LM 390  ,0,10-Apr-18
LM 391  ,730,730,OK ,14-Apr-18,14-Apr-18,D,.....6.,S20,50,1D ,1,J,SO,KOI,KOI,LM 394  ,1,13-Apr-18
LM 391  ,820,820,OK ,16-Apr-18,16-Apr-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,16-Apr-18
LM 391  ,820,820,OK ,18-Apr-18,16-May-18,D,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,18-May-18
LM 391  ,730,730,OK ,21-Apr-18,21-Apr-18,D,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 358  ,1,04-Apr-18
LM 391  ,820,820,OK ,23-Apr-18,14-May-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,18-May-18
LM 391  ,730,730,OK ,28-Apr-18,27-Oct-18,D,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 394  ,1,04-Apr-18
LM 391  ,820,820,OK ,04-May-18,04-May-18,D,....5..,S20,50,1D ,1,J,SO,KOI,KOI,LM 390  ,0,04-May-18
LM 391  ,820,820,OK ,11-May-18,18-May-18,D,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,18-May-18
LM 391  ,820,820,OK ,21-May-18,26-Oct-18,D,12345..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 390  ,0,18-May-18
LM 392  ,1115,1115,OK ,26-Mar-18,25-Oct-18,A,1..4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 353  ,0,29-May-18
LM 392  ,1115,1115,OK ,27-Mar-18,22-May-18,A,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 353  ,0,29-May-18
LM 392  ,1115,1115,OK ,28-Mar-18,23-May-18,A,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 353  ,0,16-May-18
LM 392  ,1115,1115,OK ,30-Mar-18,27-Apr-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 313  ,0,04-May-18
LM 392  ,1025,1025,OK ,31-Mar-18,27-Oct-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 397  ,0,05-Oct-17
LM 392  ,1115,1115,OK ,04-May-18,04-May-18,A,....5..,S20,50,1D ,1,J,SO,KOI,KOI,LM 313  ,0,04-May-18
LM 392  ,1115,1115,OK ,11-May-18,26-Oct-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 313  ,0,04-May-18
LM 392  ,1115,1115,OK ,29-May-18,29-May-18,A,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 355  ,0,29-May-18
LM 392  ,1115,1115,OK ,30-May-18,15-Aug-18,A,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 359  ,0,16-May-18
LM 392  ,1115,1115,OK ,05-Jun-18,23-Oct-18,A,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 353  ,0,29-May-18
LM 392  ,1115,1115,OK ,22-Aug-18,24-Oct-18,A,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 353  ,0,16-May-18
LM 393  ,1000,1000,OK ,25-Mar-18,25-Mar-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,26-Mar-18
LM 393  ,550,550,OK ,28-Mar-18,28-Mar-18,D,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,28-Mar-18
LM 393  ,1000,1000,OK ,01-Apr-18,01-Apr-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 398  ,1,26-Mar-18
LM 393  ,1000,1000,OK ,08-Apr-18,08-Apr-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 398  ,1,04-Apr-18
LM 393  ,1000,1000,OK ,15-Apr-18,15-Apr-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,16-Apr-18
LM 393  ,525,530,R15,17-Apr-18,17-Apr-18,D,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,17-Apr-18
LM 393  ,1000,1000,OK ,22-Apr-18,22-Apr-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 394  ,2,04-Apr-18
LM 393  ,1000,1000,OK ,29-Apr-18,13-May-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 398  ,1,18-May-18
LM 393  ,1000,1000,OK ,20-May-18,20-May-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 358  ,2,18-May-18
LM 393  ,1000,1000,OK ,27-May-18,22-Jul-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 360  ,1,18-May-18
LM 393  ,1000,1000,OK ,29-Jul-18,19-Aug-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 398  ,1,16-May-18
LM 393  ,1000,1000,OK ,26-Aug-18,26-Aug-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 358  ,2,16-May-18
LM 393  ,1000,1000,OK ,02-Sep-18,02-Sep-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 342  ,1,16-May-18
LM 393  ,1000,1000,OK ,09-Sep-18,09-Sep-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 358  ,2,16-May-18
LM 393  ,1000,1000,OK ,16-Sep-18,21-Oct-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 398  ,1,16-May-18
LM 394  ,1255,1255,OK ,25-Mar-18,25-Mar-18,A,......7,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,26-Mar-18
LM 394  ,1945,1945,OK ,30-Mar-18,30-Mar-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,1,04-Apr-18
LM 394  ,1255,1255,OK ,01-Apr-18,01-Apr-18,A,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 397  ,0,26-Mar-18
LM 394  ,1955,1955,OK ,06-Apr-18,06-Apr-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,1,13-Apr-18
LM 394  ,1255,1255,OK ,08-Apr-18,21-Oct-18,A,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 397  ,0,26-Mar-18
LM 394  ,1955,1955,OK ,13-Apr-18,13-Apr-18,A,....5..,S20,50,1D ,1,J,SO,KOI,KOI,LM 391  ,1,13-Apr-18
LM 394  ,1955,1955,OK ,20-Apr-18,20-Apr-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 393  ,2,04-Apr-18
LM 394  ,1955,1955,OK ,27-Apr-18,26-Oct-18,A,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 391  ,1,04-Apr-18
LM 397  ,1335,1335,OK ,25-Mar-18,25-Mar-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,23-Mar-18
LM 397  ,1335,1335,OK ,26-Mar-18,26-Mar-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,26-Mar-18
LM 397  ,1335,1335,OK ,27-Mar-18,28-Mar-18,D,.23....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,26-Mar-18
LM 397  ,1305,1305,OK ,29-Mar-18,29-Mar-18,D,...4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 342  ,0,23-Mar-18
LM 397  ,1345,1335,R15,30-Mar-18,30-Mar-18,D,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,26-Apr-18
LM 397  ,1105,1105,OK ,31-Mar-18,27-Oct-18,D,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 392  ,0,05-Oct-17
LM 397  ,1335,1335,OK ,01-Apr-18,01-Apr-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 394  ,0,26-Mar-18
LM 397  ,1335,1335,OK ,02-Apr-18,04-Apr-18,D,1.3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,04-Apr-18
LM 397  ,1345,1335,R15,03-Apr-18,03-Apr-18,D,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,26-Apr-18
LM 397  ,1335,1335,OK ,05-Apr-18,01-May-18,D,.2345..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,16-Apr-18
LM 397  ,1335,1335,OK ,08-Apr-18,21-Oct-18,D,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 394  ,0,26-Mar-18
LM 397  ,1335,1335,OK ,09-Apr-18,09-Apr-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,16-Apr-18
LM 397  ,1335,1335,OK ,16-Apr-18,16-Apr-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,16-Apr-18
LM 397  ,1335,1335,OK ,23-Apr-18,30-Apr-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,16-Apr-18
LM 397  ,1335,1335,OK ,02-May-18,31-May-18,D,1234...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,04-Apr-18
LM 397  ,1345,1335,R15,04-May-18,11-May-18,D,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,16-May-18
LM 397  ,1345,1335,R15,18-May-18,26-Oct-18,D,....5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,16-May-18
LM 397  ,1335,1335,OK ,04-Jun-18,07-Jun-18,D,12.4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,16-May-18
LM 397  ,1335,1335,OK ,06-Jun-18,06-Jun-18,D,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 350  ,0,17-May-18
LM 397  ,1335,1335,OK ,11-Jun-18,21-Jun-18,D,1234...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,16-May-18
LM 397  ,1335,1335,OK ,25-Jun-18,20-Sep-18,D,1..4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,17-May-18
LM 397  ,1335,1335,OK ,26-Jun-18,03-Jul-18,D,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,17-May-18
LM 397  ,1335,1335,OK ,27-Jun-18,27-Jun-18,D,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 350  ,0,17-May-18
LM 397  ,1335,1335,OK ,04-Jul-18,19-Sep-18,D,..3....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,17-May-18
LM 397  ,1335,1335,OK ,10-Jul-18,28-Aug-18,D,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 350  ,0,17-May-18
LM 397  ,1335,1335,OK ,04-Sep-18,18-Sep-18,D,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,17-May-18
LM 397  ,1335,1335,OK ,24-Sep-18,25-Oct-18,D,1234...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 336  ,0,04-Apr-18
LM 398  ,1630,1630,OK ,25-Mar-18,13-May-18,A,......7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,18-May-18
LM 398  ,1630,1630,OK ,26-Mar-18,28-Mar-18,A,123....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,03-Apr-18
LM 398  ,1635,1630,GRD,29-Mar-18,29-Mar-18,A,...4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,26-Mar-18
LM 398  ,1400,1400,OK ,31-Mar-18,31-Mar-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 393  ,1,26-Mar-18
LM 398  ,1630,1630,OK ,02-Apr-18,09-Apr-18,A,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,17-Apr-18
LM 398  ,1630,1630,OK ,03-Apr-18,03-Apr-18,A,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,10-Apr-18
LM 398  ,1630,1630,OK ,04-Apr-18,16-May-18,A,..3.5..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,18-May-18
LM 398  ,1630,1630,OK ,05-Apr-18,17-May-18,A,...4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,18-May-18
LM 398  ,1400,1400,OK ,07-Apr-18,07-Apr-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 393  ,1,04-Apr-18
LM 398  ,1630,1630,OK ,10-Apr-18,10-Apr-18,A,.2.....,S20,50,1D ,1,J,SO,KOI,KOI,LM 357  ,0,10-Apr-18
LM 398  ,1400,1400,OK ,14-Apr-18,14-Apr-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 353  ,1,04-Apr-18
LM 398  ,1630,1630,OK ,16-Apr-18,16-Apr-18,A,1......,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,17-Apr-18
LM 398  ,1630,1630,OK ,17-Apr-18,15-May-18,A,.2.....,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,18-May-18
LM 398  ,1400,1400,OK ,21-Apr-18,21-Apr-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 335  ,1,04-Apr-18
LM 398  ,1630,1630,OK ,23-Apr-18,14-May-18,A,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,18-May-18
LM 398  ,1400,1400,OK ,28-Apr-18,12-May-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 393  ,1,18-May-18
LM 398  ,1630,1630,OK ,18-May-18,26-Oct-18,A,1.3.5.7,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,18-May-18
LM 398  ,1400,1400,OK ,19-May-18,19-May-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 335  ,1,18-May-18
LM 398  ,1630,1630,OK ,22-May-18,25-Oct-18,A,.2.4...,SF3,33,1D ,1,J,SO,KOI,KOI,LM 357  ,0,18-May-18
LM 398  ,1400,1400,OK ,26-May-18,02-Jun-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 335  ,1,16-May-18
LM 398  ,1415,1400,OK ,09-Jun-18,09-Jun-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 315  ,0,16-May-18
LM 398  ,1400,1400,OK ,16-Jun-18,21-Jul-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 335  ,1,16-May-18
LM 398  ,1400,1400,OK ,28-Jul-18,18-Aug-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 393  ,1,16-May-18
LM 398  ,1400,1400,OK ,25-Aug-18,08-Sep-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 335  ,1,18-May-18
LM 398  ,1400,1400,OK ,15-Sep-18,20-Oct-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,LM 393  ,1,16-May-18
LM 398  ,1400,1400,OK ,27-Oct-18,27-Oct-18,A,.....6.,SF3,33,1D ,1,J,SO,KOI,KOI,        ,0,05-Oct-17
LM 399  ,1700,1700,OK ,25-Mar-18,01-Apr-18,D,......7,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,23-Mar-18
LM 399  ,1700,1700,OK ,26-Mar-18,26-Mar-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 314  ,0,23-Mar-18
LM 399  ,1700,1700,OK ,28-Mar-18,04-Apr-18,D,..3....,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,10-Apr-18
LM 399  ,1700,1700,OK ,29-Mar-18,26-Apr-18,D,...4...,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,03-May-18
LM 399  ,1700,1700,OK ,02-Apr-18,09-Apr-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 314  ,0,17-Apr-18
LM 399  ,1700,1700,OK ,03-Apr-18,03-Apr-18,D,.2.....,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,10-Apr-18
LM 399  ,1700,1700,OK ,06-Apr-18,06-Apr-18,D,....5..,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,13-Apr-18
LM 399  ,1655,1655,OK ,08-Apr-18,21-Oct-18,D,......7,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,26-Mar-18
LM 399  ,1700,1700,OK ,10-Apr-18,10-Apr-18,D,.2.....,S20,50,1D ,1,J,SO,KOI,KOI,LM 348  ,0,10-Apr-18
LM 399  ,1700,1700,OK ,11-Apr-18,11-Apr-18,D,..3....,S20,50,1D ,1,J,SO,KOI,KOI,LM 348  ,0,10-Apr-18
LM 399  ,1700,1700,OK ,13-Apr-18,13-Apr-18,D,....5..,S20,50,1D ,1,J,SO,KOI,KOI,LM 348  ,0,13-Apr-18
LM 399  ,1700,1700,OK ,17-Apr-18,15-May-18,D,.2.....,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,17-May-18
LM 399  ,1700,1700,OK ,18-Apr-18,16-May-18,D,..3....,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,17-May-18
LM 399  ,1700,1700,OK ,20-Apr-18,11-May-18,D,....5..,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,17-May-18
LM 399  ,1700,1700,OK ,23-Apr-18,28-May-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 314  ,0,17-Apr-18
LM 399  ,1700,1700,OK ,03-May-18,03-May-18,D,...4...,S20,50,1D ,1,J,SO,KOI,KOI,LM 348  ,0,03-May-18
LM 399  ,1700,1700,OK ,10-May-18,10-May-18,D,...4...,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,17-May-18
LM 399  ,1700,1700,OK ,17-May-18,23-May-18,D,.2345..,SF3,33,1D ,1,J,SO,KOI,KOI,LM 348  ,0,17-May-18
LM 399  ,1700,1700,OK ,24-May-18,12-Jun-18,D,.2.45..,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,17-May-18
LM 399  ,1700,1700,OK ,30-May-18,06-Jun-18,D,..3....,SF3,34,1D ,1,J,SO,KOI,KOI,LM 314  ,0,01-Feb-18
LM 399  ,1700,1700,OK ,04-Jun-18,22-Oct-18,D,1......,SF3,33,1D ,1,J,SO,KOI,KOI,LM 314  ,0,26-Mar-18
LM 399  ,1700,1700,OK ,13-Jun-18,26-Oct-18,D,.2345..,SF3,34,1D ,1,J,SO,KOI,KOI,LM 348  ,0,07-Feb-18
DL 409  ,855,855,OK ,26-Mar-18,27-Oct-18,A,12.456.,75W,168,1I ,1,J,SO,JFK,JFK,DL 209  ,0,14-Dec-17
DL 409  ,855,855,OK ,27-May-18,21-Oct-18,A,......7,75W,168,1I ,1,J,SO,JFK,JFK,DL 209  ,0,14-Dec-17
DL 409  ,855,855,OK ,30-May-18,26-Sep-18,A,..3....,75W,168,1I ,1,J,SO,JFK,JFK,DL 209  ,0,14-Dec-17
RC 414  ,1200,1200,OK ,26-Mar-18,18-Jun-18,A,1......,319,144,1I ,1,J,SO,FAE,FAE,RC 415  ,0,26-Oct-17
RC 414  ,1355,1355,OK ,29-Mar-18,29-Mar-18,A,...4...,319,144,1I ,1,J,SO,FAE,FAE,RC 415  ,0,21-Sep-17
RC 414  ,1250,1250,OK ,06-Apr-18,20-Apr-18,A,....5..,320,168,1I ,1,J,SO,FAE,FAE,RC 415  ,0,26-Oct-17
RC 414  ,1250,1250,OK ,27-Apr-18,15-Jun-18,A,....5..,319,144,1I ,1,J,SO,FAE,FAE,RC 415  ,0,26-Oct-17
RC 414  ,1230,1230,OK ,21-Jun-18,16-Aug-18,A,...4...,319,144,1I ,1,J,SO,FAE,FAE,RC 415  ,0,21-Sep-17
RC 414  ,1315,1315,OK ,25-Jun-18,13-Aug-18,A,1......,319,144,1I ,1,J,SO,FAE,FAE,RC 415  ,0,26-Oct-17
RC 414  ,1200,1200,OK ,20-Aug-18,22-Oct-18,A,1......,319,144,1I ,1,J,SO,FAE,FAE,RC 415  ,0,26-Oct-17
RC 414  ,1250,1250,OK ,24-Aug-18,26-Oct-18,A,....5..,319,144,1I ,1,J,SO,FAE,FAE,RC 415  ,0,26-Oct-17
RC 415  ,1245,1240,R15,26-Mar-18,18-Jun-18,D,1......,319,144,1I ,1,J,SO,FAE,FAE,RC 414  ,0,26-Oct-17
RC 415  ,1445,1445,OK ,29-Mar-18,29-Mar-18,D,...4...,319,144,1I ,1,J,SO,FAE,FAE,RC 414  ,0,21-Sep-17
RC 415  ,1330,1330,OK ,06-Apr-18,20-Apr-18,D,....5..,320,168,1I ,1,J,SO,FAE,FAE,RC 414  ,0,26-Oct-17
RC 415  ,1325,1330,R15,27-Apr-18,15-Jun-18,D,....5..,319,144,1I ,1,J,SO,FAE,FAE,RC 414  ,0,26-Oct-17
RC 415  ,1310,1310,OK ,21-Jun-18,16-Aug-18,D,...4...,319,144,1I ,1,J,SO,FAE,FAE,RC 414  ,0,21-Sep-17
RC 415  ,1355,1400,R15,25-Jun-18,13-Aug-18,D,1......,319,144,1I ,1,J,SO,FAE,FAE,RC 414  ,0,26-Oct-17
