SERVICE_x,OPERATOR_x,A/D_x,AC_x,SEAT_x,TY_x,O/D_x,TROUND_x,FLIGHT_DATE_x,DATETIME_x,LINK_x,SERVICE_y,OPERATOR_y,A/D_y,AC_y,SEAT_y,TY_y,O/D_y,TROUND_y,FLIGHT_DATE_y,DATETIME_y,ID,LINK_y
BA2946,BA,A,319,144.0,J,LGW,        ,2018-04-15 00:00:00,2018-04-15 22:15:00,,,,,,,,,,,,,
FR8422,FR,A,73H,189.0,J,FUE,FR 1048 ,2018-04-15 00:00:00,2018-04-15 22:40:00,,,,,,,,,,,,,
FR1050,FR,A,73H,189.0,J,KTW,FR 8882 ,2018-04-15 00:00:00,2018-04-15 22:40:00,,,,,,,,,,,,,
EZY6960,EZY,A,320,186.0,J,NCE,EZY482  ,2018-04-15 00:00:00,2018-04-15 22:45:00,,,,,,,,,,,,,
FR6653,FR,A,73H,189.0,J,AGP,FR 6656 ,2018-04-15 00:00:00,2018-04-15 22:55:00,,,,,,,,,,,,,
BE771,BE,A,DH4,78.0,J,SOU,BE 267  ,2018-04-13 00:00:00,2018-04-13 17:55:00,D269,BE267,BE,D,DH4,78.0,J,EMA,BE 771  ,2018-04-13 00:00:00,2018-04-13 18:25:00,D269,1.0
LM307,LM,A,D38,31.0,J,NWI,LM 308  ,2018-04-13 00:00:00,2018-04-13 18:00:00,D366,LM308,LM,D,D38,31.0,J,NWI,LM 307  ,2018-04-13 00:00:00,2018-04-13 18:30:00,D366,1.0
TOM1553,TOM,A,73H,189.0,C,TFS,TOM1674 ,2018-04-13 00:00:00,2018-04-13 18:00:00,D1541,TOM1674,TOM,D,73H,189.0,C,PMI,TOM1553 ,2018-04-14 00:00:00,2018-04-14 04:40:00,D1541,1.0
EZY6926,EZY,A,320,180.0,J,AMS,EZY6925 ,2018-04-13 00:00:00,2018-04-13 18:10:00,D91,EZY20,EZY,D,320,186.0,J,LTN,EZY429  ,2018-04-13 00:00:00,2018-04-13 19:55:00,D91,1.0
FR1047,FR,A,73H,189.0,J,FKB,FR 8824 ,2018-04-13 00:00:00,2018-04-13 18:10:00,D2643,FR8824,FR,D,73H,189.0,J,STN,FR 1047 ,2018-04-13 00:00:00,2018-04-13 18:35:00,D2643,1.0
EW1712,EW,A,32A,180.0,J,MUC,EW 1713 ,2018-04-13 00:00:00,2018-04-13 18:20:00,D1567,EW1713,EW,D,32A,180.0,J,MUC,EW 1712 ,2018-04-13 00:00:00,2018-04-13 19:00:00,D1567,1.0
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-13 00:00:00,2018-04-13 18:20:00,D1901,EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-13 00:00:00,2018-04-13 18:50:00,D1901,1.0
BA8708,BA,A,E90,98.0,J,LCY,BA 4505P,2018-04-13 00:00:00,2018-04-13 18:20:00,D2010,BA4505P,BA,D,E90,0.0,P,CMF,BA 8708 ,2018-04-14 00:00:00,2018-04-14 13:30:00,D2010,1.0
VY7815,VY,A,320,180.0,J,BCN,VY 7816 ,2018-04-13 00:00:00,2018-04-13 18:25:00,D2519,VY7816,VY,D,320,180.0,J,BCN,VY 7815 ,2018-04-13 00:00:00,2018-04-13 19:05:00,D2519,1.0
BE1342,BE,A,DH4,78.0,J,LCY,BE 2101 ,2018-04-13 00:00:00,2018-04-13 18:30:00,D701,BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-13 00:00:00,2018-04-13 19:15:00,D701,1.0
LS716,LS,A,73H,189.0,J,LPA,LS 727  ,2018-04-13 00:00:00,2018-04-13 18:35:00,D730,LS727,LS,D,73H,189.0,J,TFS,LS 716  ,2018-04-14 00:00:00,2018-04-14 08:00:00,D730,1.0
EZY2685,EZY,A,320,186.0,J,MXP,EZY2686 ,2018-04-13 00:00:00,2018-04-13 18:45:00,D911,EZY814,EZY,D,320,186.0,J,LGW,EZY811  ,2018-04-13 00:00:00,2018-04-13 20:15:00,D911,1.0
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-13 00:00:00,2018-04-13 18:50:00,D1066,BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-13 00:00:00,2018-04-13 19:40:00,D1066,1.0
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-13 00:00:00,2018-04-13 19:00:00,D1624,BE2101,BE,D,DH4,78.0,J,LHR,BE 1342 ,2018-04-14 00:00:00,2018-04-14 05:20:00,D1624,1.0
LM358,LM,A,SF3,33.0,J,LSI,LM 335 A,2018-04-13 00:00:00,2018-04-13 19:15:00,D403,LM347,LM,D,SF3,33.0,J,SYY,LM 354 A,2018-04-15 00:00:00,2018-04-15 13:45:00,D403,1.0
BE852,BE,A,DH4,78.0,J,BHX,BE 290  ,2018-04-13 00:00:00,2018-04-13 19:15:00,D748,BE760,BE,D,DH4,78.0,J,SOU,BE 1344 ,2018-04-14 00:00:00,2018-04-14 05:40:00,D748,1.0
LS746,LS,A,73H,189.0,J,FUE,LS 779  ,2018-04-13 00:00:00,2018-04-13 19:20:00,D826,LS779,LS,D,73H,189.0,J,GVA,LS 746  ,2018-04-14 00:00:00,2018-04-14 10:50:00,D826,1.0
BA8710,BA,A,E90,98.0,J,LCY,BA 8705 ,2018-04-13 00:00:00,2018-04-13 19:25:00,D2013,BA4507P,BA,D,E90,0.0,P,CMF,BA 8702 ,2018-04-15 00:00:00,2018-04-15 06:00:00,D2013,1.0
EZY429,EZY,A,320,186.0,J,BRS,EZY20   ,2018-04-13 00:00:00,2018-04-13 19:25:00,D631,EZY490,EZY,D,320,186.0,J,BFS,EZY239  ,2018-04-13 00:00:00,2018-04-13 21:00:00,D631,1.0
EZY19,EZY,A,320,186.0,J,LTN,EZY432  ,2018-04-13 00:00:00,2018-04-13 19:30:00,D2478,EZY6993,EZY,D,320,186.0,J,MAD,EZY6978 ,2018-04-14 00:00:00,2018-04-14 05:05:00,D2478,1.0
LM394,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D450,LM355A,LM,D,SF3,33.0,J,LSI,LM 336  ,2018-04-15 00:00:00,2018-04-15 16:10:00,D450,1.0
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D960,FR819,FR,D,73H,189.0,J,DUB,FR 818  ,2018-04-13 00:00:00,2018-04-13 20:10:00,D960,1.0
BE1344,BE,A,DH4,78.0,J,LCY,BE 760  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D289,BE290,BE,D,DH4,78.0,J,MAN,BE 852  ,2018-04-14 00:00:00,2018-04-14 05:40:00,D289,1.0
EZY811,EZY,A,320,186.0,J,LGW,EZY814  ,2018-04-13 00:00:00,2018-04-13 19:45:00,D2326,EZY6935,EZY,D,320,186.0,J,VIE,EZY489  ,2018-04-14 00:00:00,2018-04-14 05:40:00,D2326,1.0
EI3808,EI,A,AT7,70.0,J,ORK,EI 3807 ,2018-04-13 00:00:00,2018-04-13 19:50:00,D1980,EI3807,EI,D,AT7,70.0,J,ORK,EI 3808 ,2018-04-13 00:00:00,2018-04-13 20:15:00,D1980,1.0
BE4507,BE,A,E95,118.0,J,CWL,BE 4508 ,2018-04-13 00:00:00,2018-04-13 19:55:00,D2026,BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-13 00:00:00,2018-04-13 20:25:00,D2026,1.0
BA8714,BA,A,E90,98.0,J,LCY,BA 8719 ,2018-04-13 00:00:00,2018-04-13 20:10:00,D2552,BA8701,BA,D,E90,98.0,J,LCY,BA 4506 ,2018-04-15 00:00:00,2018-04-15 10:15:00,D2552,1.0
EZY239,EZY,A,320,186.0,J,STN,EZY490  ,2018-04-13 00:00:00,2018-04-13 20:10:00,D849,EZY802,EZY,D,320,186.0,J,LGW,EZY431  ,2018-04-14 00:00:00,2018-04-14 06:00:00,D849,1.0
EZY489,EZY,A,320,186.0,J,BFS,EZY6935 ,2018-04-13 00:00:00,2018-04-13 20:10:00,D588,EZY482,EZY,D,320,186.0,J,BFS,EZY813  ,2018-04-14 00:00:00,2018-04-14 06:10:00,D588,1.0
FR8887,FR,A,73H,189.0,J,STN,FR 6266 ,2018-04-13 00:00:00,2018-04-13 20:25:00,D2087,FR6266,FR,D,73H,189.0,J,BCN,FR 8887 ,2018-04-14 00:00:00,2018-04-14 05:30:00,D2087,1.0
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-13 00:00:00,2018-04-13 20:35:00,D1206,KL1276,KL,D,73H,186.0,J,AMS,KL 1293 ,2018-04-14 00:00:00,2018-04-14 05:00:00,D1206,1.0
LS852,LS,A,73C,148.0,J,VIE,LS 717  ,2018-04-13 00:00:00,2018-04-13 20:40:00,D1074,LS857,LS,D,73C,148.0,J,AGP,LS 822  ,2018-04-14 00:00:00,2018-04-14 05:55:00,D1074,1.0
BE297,BE,A,DH4,78.0,J,MAN,BE 841  ,2018-04-13 00:00:00,2018-04-13 20:45:00,D967,BE841,BE,D,DH4,78.0,J,BHX,BE 297  ,2018-04-14 00:00:00,2018-04-14 06:00:00,D967,1.0
BE854,BE,A,DH4,78.0,J,BHX,BE 1333 ,2018-04-13 00:00:00,2018-04-13 20:55:00,D1286,BE1333,BE,D,DH4,78.0,J,LCY,BE 854  ,2018-04-14 00:00:00,2018-04-14 06:10:00,D1286,1.0
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-13 00:00:00,2018-04-13 20:55:00,D1612,SN2066,SN,D,319,141.0,J,BRU,SN 2065 ,2018-04-14 00:00:00,2018-04-14 04:55:00,D1612,1.0
EZY431,EZY,A,320,186.0,J,BRS,EZY802  ,2018-04-13 00:00:00,2018-04-13 20:55:00,D2495,EZY6997,EZY,D,320,186.0,J,GNB,EZY6932 ,2018-04-14 00:00:00,2018-04-14 06:50:00,D2495,1.0
BA1460,BA,A,763,259.0,J,LHR,BA 1461 ,2018-04-13 00:00:00,2018-04-13 21:00:00,D1467,BA1461,BA,D,763,259.0,J,LHR,BA 1460 ,2018-04-14 00:00:00,2018-04-14 06:35:00,D1467,1.0
LM775,LM,A,SF3,0.0,M,INV,LM 776 P,2018-04-13 00:00:00,2018-04-13 21:00:00,D519,LM399A,LM,D,SF3,34.0,J,KOI,LM 348 A,2018-04-15 00:00:00,2018-04-15 16:55:00,D519,1.0
BE268,BE,A,DH4,78.0,J,EMA,BE 261  ,2018-04-13 00:00:00,2018-04-13 21:10:00,D239,BE261,BE,D,DH4,78.0,J,EMA,BE 268  ,2018-04-14 00:00:00,2018-04-14 06:20:00,D239,1.0
LS822,LS,A,73C,148.0,J,MJV,LS 857  ,2018-04-13 00:00:00,2018-04-13 21:25:00,D1086,LS865,LS,D,73C,148.0,J,SZG,LS 718  ,2018-04-14 00:00:00,2018-04-14 13:45:00,D1086,1.0
LM768,LM,A,SF3,0.0,M,ABZ,LM 769  ,2018-04-13 00:00:00,2018-04-13 21:25:00,D455,LM357,LM,D,SF3,33.0,J,LSI,LM 398  ,2018-04-15 00:00:00,2018-04-15 17:10:00,D455,1.0
BE2110,BE,A,DH4,78.0,J,LHR,BE 2103 ,2018-04-13 00:00:00,2018-04-13 21:25:00,D657,BE681,BE,D,DH4,78.0,J,BHD,BE 680  ,2018-04-14 00:00:00,2018-04-14 07:35:00,D657,1.0
EZY813,EZY,A,320,186.0,J,LGW,EZY482  ,2018-04-13 00:00:00,2018-04-13 21:30:00,D535,EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-14 00:00:00,2018-04-14 07:55:00,D535,1.0
BE775,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-13 00:00:00,2018-04-13 21:30:00,D1636,BE2103,BE,D,DH4,78.0,J,LHR,BE 2110 ,2018-04-14 00:00:00,2018-04-14 07:55:00,D1636,1.0
EZY6958,EZY,A,319,156.0,J,CDG,EZY6921 ,2018-04-13 00:00:00,2018-04-13 21:35:00,D2289,EZY6921,EZY,D,319,156.0,J,AMS,EZY6958 ,2018-04-14 00:00:00,2018-04-14 06:05:00,D2289,1.0
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-13 00:00:00,2018-04-13 21:35:00,D1582,AF1887,AF,D,32A,174.0,J,CDG,AF 1886 ,2018-04-14 00:00:00,2018-04-14 04:55:00,D1582,1.0
EZY6932,EZY,A,320,186.0,J,HAM,EZY6997 ,2018-04-13 00:00:00,2018-04-13 21:40:00,D2442,EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-14 00:00:00,2018-04-14 08:45:00,D2442,1.0
FR8823,FR,A,73H,189.0,J,STN,FR 5834 ,2018-04-13 00:00:00,2018-04-13 21:45:00,D2066,FR5834,FR,D,73H,189.0,J,BGY,FR 8823 ,2018-04-14 00:00:00,2018-04-14 05:40:00,D2066,1.0
NPT11L,NPT,A,73Y,0.0,M,STN,NPT11  M,2018-04-13 00:00:00,2018-04-13 21:45:00,D34,NPT11M,NPT,D,73Y,0.0,M,STN,NPT11  L,2018-04-13 00:00:00,2018-04-13 22:35:00,D34,1.0
FR2675,FR,A,73H,189.0,J,CPH,FR 2886 ,2018-04-13 00:00:00,2018-04-13 21:50:00,D1776,FR2886,FR,D,73H,189.0,J,KUN,FR 2675 ,2018-04-14 00:00:00,2018-04-14 05:45:00,D1776,1.0
EZY6908,EZY,A,320,186.0,J,GVA,EZY6929 ,2018-04-13 00:00:00,2018-04-13 21:50:00,D2422,EZY6973,EZY,D,320,186.0,J,PMI,EZY6974 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D2422,1.0
EZY6914,EZY,A,319,156.0,J,MUC,EZY232  ,2018-04-13 00:00:00,2018-04-13 22:10:00,D192,EZY232,EZY,D,319,156.0,J,STN,EZY6914 ,2018-04-14 00:00:00,2018-04-14 06:15:00,D192,1.0
EZY6960,EZY,A,320,186.0,J,NCE,EZY6941 ,2018-04-13 00:00:00,2018-04-13 22:45:00,D2410,EZY6963,EZY,D,320,186.0,J,JER,EZY803  ,2018-04-14 00:00:00,2018-04-14 10:10:00,D2410,1.0
FR1069,FR,A,73H,189.0,J,TSF,FR 6698 ,2018-04-13 00:00:00,2018-04-13 22:45:00,D2197,FR6698,FR,D,73H,189.0,J,LPA,FR 1069 ,2018-04-14 00:00:00,2018-04-14 05:45:00,D2197,1.0
FR6622,FR,A,73H,189.0,J,TFS,FR 8882 ,2018-04-13 00:00:00,2018-04-13 22:50:00,D2658,FR8882,FR,D,73H,189.0,J,STN,FR 6622 ,2018-04-14 00:00:00,2018-04-14 06:00:00,D2658,1.0
FR6653,FR,A,73H,189.0,J,AGP,FR 6656 ,2018-04-13 00:00:00,2018-04-13 22:55:00,D2497,FR7141,FR,D,73H,189.0,J,VGO,FR 5578 ,2018-04-14 00:00:00,2018-04-14 06:10:00,D2497,1.0
FR5578,FR,A,73H,189.0,J,ALC,FR 7141 ,2018-04-13 00:00:00,2018-04-13 22:55:00,D2175,FR6656,FR,D,73H,189.0,J,PMI,FR 6653 ,2018-04-14 00:00:00,2018-04-14 06:40:00,D2175,1.0
FR1050,FR,A,73H,189.0,J,KTW,FR 7844 ,2018-04-13 00:00:00,2018-04-13 23:00:00,D896,FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-14 00:00:00,2018-04-14 07:00:00,D896,1.0
BCS2518,BCS,A,75C,0.0,H,LEJ,BCS2135 ,2018-04-14 00:00:00,2018-04-14 04:15:00,D1680,BCS2135,BCS,D,75C,0.0,H,EMA,BCS2518 ,2018-04-14 00:00:00,2018-04-14 05:15:00,D1680,1.0
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2237 ,2018-04-14 00:00:00,2018-04-14 04:40:00,D1692,BCS2237,BCS,D,75C,0.0,H,LEJ,BCS2134 ,2018-04-14 00:00:00,2018-04-14 05:40:00,D1692,1.0
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-14 00:00:00,2018-04-14 06:10:00,D2263,EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-14 00:00:00,2018-04-14 06:35:00,D2263,1.0
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-14 00:00:00,2018-04-14 06:10:00,D282,AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-14 00:00:00,2018-04-14 09:10:00,D282,1.0
EY27,EY,A,332,262.0,J,AUH,EY 28   ,2018-04-14 00:00:00,2018-04-14 06:20:00,D112,EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-14 00:00:00,2018-04-14 08:05:00,D112,1.0
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-14 00:00:00,2018-04-14 06:35:00,D1173,FR1078,FR,D,73H,189.0,J,HAM,FR 1077 ,2018-04-14 00:00:00,2018-04-14 07:05:00,D1173,1.0
FR1077,FR,A,73H,189.0,J,HAM,FR 1078 ,2018-04-14 00:00:00,2018-04-14 06:40:00,D1184,FR1119,FR,D,73H,189.0,J,CCF,FR 7845 ,2018-04-14 00:00:00,2018-04-14 07:30:00,D1184,1.0
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-14 00:00:00,2018-04-14 06:45:00,D142,UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-14 00:00:00,2018-04-14 08:15:00,D142,1.0
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-14 00:00:00,2018-04-14 06:55:00,D1843,EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-14 00:00:00,2018-04-14 07:20:00,D1843,1.0
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-14 00:00:00,2018-04-14 07:00:00,D1554,AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-14 00:00:00,2018-04-14 07:45:00,D1554,1.0
BE680,BE,A,DH4,78.0,J,BHD,BE 681  ,2018-04-14 00:00:00,2018-04-14 07:10:00,D633,BE540,BE,D,DH4,78.0,J,CWL,BE 291  ,2018-04-14 00:00:00,2018-04-14 09:10:00,D633,1.0
FR7845,FR,A,73H,189.0,J,CFU,FR 1119 ,2018-04-14 00:00:00,2018-04-14 07:10:00,D2533,FR7844,FR,D,73H,189.0,J,CFU,FR 1050 ,2018-04-14 00:00:00,2018-04-14 07:35:00,D2533,1.0
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-14 00:00:00,2018-04-14 07:15:00,D1222,KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-14 00:00:00,2018-04-14 08:00:00,D1222,1.0
EI3806,EI,A,AT7,70.0,J,ORK,EI 3805 ,2018-04-14 00:00:00,2018-04-14 07:20:00,D1976,EI3805,EI,D,AT7,70.0,J,ORK,EI 3806 ,2018-04-14 00:00:00,2018-04-14 08:05:00,D1976,1.0
EZY11,EZY,A,319,156.0,J,LTN,EZY12   ,2018-04-14 00:00:00,2018-04-14 07:30:00,D47,EZY12,EZY,D,319,156.0,J,LTN,EZY11   ,2018-04-14 00:00:00,2018-04-14 07:55:00,D47,1.0
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-14 00:00:00,2018-04-14 07:30:00,D2352,EZY6945,EZY,D,320,186.0,J,PFO,EZY6998 ,2018-04-14 00:00:00,2018-04-14 12:50:00,D2352,1.0
D81601,D8,A,7M8,189.0,J,SWF,D8 1640 ,2018-04-14 00:00:00,2018-04-14 07:55:00,D1528,D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-14 00:00:00,2018-04-14 10:25:00,D1528,1.0
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-14 00:00:00,2018-04-14 08:00:00,D1938,EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-14 00:00:00,2018-04-14 08:30:00,D1938,1.0
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-14 00:00:00,2018-04-14 08:15:00,D2330,EZY6937,EZY,D,320,186.0,J,HER,EZY6936 ,2018-04-14 00:00:00,2018-04-14 13:10:00,D2330,1.0
D85510,D8,A,73H,186.0,J,BCN,D8 5511 ,2018-04-14 00:00:00,2018-04-14 08:25:00,D2043,D85511,D8,D,73H,186.0,J,BCN,D8 5510 ,2018-04-14 00:00:00,2018-04-14 09:05:00,D2043,1.0
LM301,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-14 00:00:00,2018-04-14 08:25:00,D357,LM306,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-14 00:00:00,2018-04-14 08:55:00,D357,1.0
BE291,BE,A,DH4,78.0,J,MAN,BE 540  ,2018-04-14 00:00:00,2018-04-14 08:25:00,D998,BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-14 00:00:00,2018-04-14 09:40:00,D998,1.0
BA8702,BA,A,E90,98.0,J,LCY,BA 4507P,2018-04-14 00:00:00,2018-04-14 08:25:00,D2572,BA8703,BA,D,E90,98.0,J,LCY,BA 4508 ,2018-04-15 00:00:00,2018-04-15 12:15:00,D2572,1.0
EZY6974,EZY,A,320,186.0,J,PMI,EZY6973 ,2018-04-14 00:00:00,2018-04-14 08:25:00,D1742,EZY2684,EZY,D,320,180.0,J,MXP,EZY2683 ,2018-04-14 00:00:00,2018-04-14 13:30:00,D1742,1.0
TK1343,TK,A,73H,165.0,J,IST,TK 1344 ,2018-04-14 00:00:00,2018-04-14 08:50:00,D1326,TK1344,TK,D,73H,165.0,J,IST,TK 1343 ,2018-04-14 00:00:00,2018-04-14 09:45:00,D1326,1.0
BE842,BE,A,DH4,78.0,J,BHX,BE 2107 ,2018-04-14 00:00:00,2018-04-14 08:55:00,D763,BE764,BE,D,DH4,78.0,J,SOU,BE 763  ,2018-04-14 00:00:00,2018-04-14 09:50:00,D763,1.0
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-14 00:00:00,2018-04-14 08:55:00,D165,DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-14 00:00:00,2018-04-14 10:25:00,D165,1.0
LM352,LM,A,S20,50.0,J,LSI,LM 353  ,2018-04-14 00:00:00,2018-04-14 09:00:00,D433,LM353,LM,D,S20,50.0,J,LSI,LM 352  ,2018-04-14 00:00:00,2018-04-14 09:30:00,D433,1.0
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-14 00:00:00,2018-04-14 09:05:00,D646,BE655,BE,D,DH4,78.0,J,NOC,BE 1334 ,2018-04-14 00:00:00,2018-04-14 10:35:00,D646,1.0
FR8881,FR,A,73H,189.0,J,STN,FR 6654 ,2018-04-14 00:00:00,2018-04-14 09:15:00,D2160,FR6654,FR,D,73H,189.0,J,BOD,FR 8881 ,2018-04-14 00:00:00,2018-04-14 09:40:00,D2160,1.0
BE763,BE,A,DH4,78.0,J,SOU,BE 764  ,2018-04-14 00:00:00,2018-04-14 09:20:00,D177,BE210,BE,D,DH4,78.0,J,EXT,BE 775  ,2018-04-14 00:00:00,2018-04-14 12:05:00,D177,1.0
BA8704,BA,A,E70,76.0,J,LCY,BA 8713 ,2018-04-14 00:00:00,2018-04-14 09:25:00,D2612,BA8713,BA,D,E70,76.0,J,LCY,BA 8704 ,2018-04-15 00:00:00,2018-04-15 12:00:00,D2612,1.0
BE2102,BE,A,DH4,78.0,J,LHR,BE 768  ,2018-04-14 00:00:00,2018-04-14 09:25:00,D665,BE687,BE,D,DH4,78.0,J,BHD,BE 688  ,2018-04-14 00:00:00,2018-04-14 14:25:00,D665,1.0
EZY231,EZY,A,319,156.0,J,STN,EZY6905 ,2018-04-14 00:00:00,2018-04-14 09:30:00,D2253,EZY6913,EZY,D,319,156.0,J,MUC,EZY6922 ,2018-04-14 00:00:00,2018-04-14 10:00:00,D2253,1.0
EZY6922,EZY,A,319,156.0,J,AMS,EZY6913 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D2231,EZY6905,EZY,D,319,156.0,J,GVA,EZY231  ,2018-04-14 00:00:00,2018-04-14 10:00:00,D2231,1.0
EZY803,EZY,A,320,186.0,J,LGW,EZY6963 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D2311,EZY6929,EZY,D,320,186.0,J,DLM,EZY6908 ,2018-04-14 00:00:00,2018-04-14 13:30:00,D2311,1.0
BA1438,BA,A,763,259.0,J,LHR,BA 1435 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D1346,BA1435,BA,D,763,259.0,J,LHR,BA 1438 ,2018-04-15 00:00:00,2018-04-15 05:55:00,D1346,1.0
EW362,EW,A,32A,180.0,J,CGN,EW 363  ,2018-04-14 00:00:00,2018-04-14 09:50:00,D478,EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-14 00:00:00,2018-04-14 10:20:00,D478,1.0
SK2545,SK,A,736,120.0,J,ARN,SK 2546 ,2018-04-14 00:00:00,2018-04-14 09:50:00,D1718,SK2546,SK,D,736,120.0,J,ARN,SK 2545 ,2018-04-14 00:00:00,2018-04-14 10:30:00,D1718,1.0
BE1334,BE,A,DH4,78.0,J,LCY,BE 655  ,2018-04-14 00:00:00,2018-04-14 10:00:00,D1654,BE2107,BE,D,DH4,78.0,J,LHR,BE 842  ,2018-04-14 00:00:00,2018-04-14 14:50:00,D1654,1.0
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-14 00:00:00,2018-04-14 10:10:00,D1858,EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-14 00:00:00,2018-04-14 10:35:00,D1858,1.0
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-14 00:00:00,2018-04-14 11:00:00,D1094,LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-14 00:00:00,2018-04-14 11:45:00,D1094,1.0
FR5833,FR,A,73H,189.0,J,BGY,FR 2674 ,2018-04-14 00:00:00,2018-04-14 11:00:00,D1731,FR2674,FR,D,73H,189.0,J,CPH,FR 5833 ,2018-04-14 00:00:00,2018-04-14 11:30:00,D1731,1.0
EZY6960,EZY,A,319,156.0,J,NCE,EZY6955 ,2018-04-14 00:00:00,2018-04-14 11:05:00,D2373,EZY6955,EZY,D,319,156.0,J,CDG,EZY6960 ,2018-04-14 00:00:00,2018-04-14 12:00:00,D2373,1.0
TOM1675,TOM,A,73H,189.0,C,PMI,TOM1640F,2018-04-14 00:00:00,2018-04-14 11:35:00,D1539,TOM1640F,TOM,D,73H,0.0,P,INN,TOM1675 ,2018-04-14 00:00:00,2018-04-14 12:55:00,D1539,1.0
EZY6994,EZY,A,320,186.0,J,MAD,EZY6961 ,2018-04-14 00:00:00,2018-04-14 11:35:00,D2462,EZY6985,EZY,D,320,186.0,J,SOF,EZY6978 ,2018-04-14 00:00:00,2018-04-14 14:20:00,D2462,1.0
KL1281,KL,A,E90,100.0,J,AMS,KL 1282 ,2018-04-14 00:00:00,2018-04-14 11:45:00,D1237,KL1282,KL,D,E90,100.0,J,AMS,KL 1281 ,2018-04-14 00:00:00,2018-04-14 12:20:00,D1237,1.0
FR2885,FR,A,73H,189.0,J,KUN,FR 1071 ,2018-04-14 00:00:00,2018-04-14 11:45:00,D2072,FR6242,FR,D,73H,189.0,J,NRN,FR 6267 ,2018-04-14 00:00:00,2018-04-14 12:35:00,D2072,1.0
EZY6936,EZY,A,320,186.0,J,VIE,EZY6937 ,2018-04-14 00:00:00,2018-04-14 11:50:00,D2416,EZY6965,EZY,D,320,186.0,J,ATH,EZY6964 ,2018-04-14 00:00:00,2018-04-14 14:40:00,D2416,1.0
FR6267,FR,A,73H,189.0,J,BCN,FR 6242 ,2018-04-14 00:00:00,2018-04-14 11:55:00,D2116,FR6621,FR,D,73H,189.0,J,TFS,FR 6241 ,2018-04-14 00:00:00,2018-04-14 12:40:00,D2116,1.0
