SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,LINK
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-08 00:00:00,2018-04-08 16:00:00,D1264
LM356,LM,A,SF3,33.0,J,LSI,LM 351  ,2018-04-08 00:00:00,2018-04-08 16:10:00,D395
EW1712,EW,A,32A,180.0,J,MUC,EW 1713 ,2018-04-08 00:00:00,2018-04-08 16:15:00,D1558
LM348A,LM,A,SF3,34.0,J,SYY,LM 399 A,2018-04-08 00:00:00,2018-04-08 16:15:00,D423
BE656,BE,A,DH4,78.0,J,NOC,BE 1343 ,2018-04-08 00:00:00,2018-04-08 16:20:00,D1659
LH964,LH,A,321,195.0,J,FRA,LH 965  ,2018-04-08 00:00:00,2018-04-08 16:25:00,D1114
EZY809,EZY,A,320,186.0,J,LGW,EZY6959 ,2018-04-08 00:00:00,2018-04-08 16:25:00,D615
EZY6924,EZY,A,320,186.0,J,AMS,EZY488  ,2018-04-08 00:00:00,2018-04-08 16:30:00,D2451
LM398,LM,A,SF3,33.0,J,KOI,LM 357  ,2018-04-08 00:00:00,2018-04-08 16:30:00,D383
EZY485,EZY,A,320,186.0,J,BFS,EZY428  ,2018-04-08 00:00:00,2018-04-08 16:30:00,D2317
FR1108,FR,A,73H,189.0,J,EIN,FR 1049 ,2018-04-08 00:00:00,2018-04-08 16:30:00,D1127
EZY427,EZY,A,320,186.0,J,BRS,EZY6983 ,2018-04-08 00:00:00,2018-04-08 16:35:00,D885
EZY6956,EZY,A,319,156.0,J,CDG,EZY6913 ,2018-04-08 00:00:00,2018-04-08 16:35:00,D2375
EZY237,EZY,A,319,156.0,J,STN,EZY6957 ,2018-04-08 00:00:00,2018-04-08 16:45:00,D2454
BA1452,BA,A,319,143.0,J,LHR,BA 1459 ,2018-04-08 00:00:00,2018-04-08 16:50:00,D1810
FR2685,FR,A,73H,189.0,J,STN,FR 8888 ,2018-04-08 00:00:00,2018-04-08 16:50:00,D2673
BE266,BE,A,DH4,78.0,J,EMA,BE 2109 ,2018-04-08 00:00:00,2018-04-08 17:00:00,D326
EZY6978,EZY,A,320,186.0,J,SXF,EZY6931 ,2018-04-08 00:00:00,2018-04-08 17:05:00,D564
BE295,BE,A,DH4,78.0,J,MAN,BE 296  ,2018-04-08 00:00:00,2018-04-08 17:15:00,D1049
FR1077,FR,A,73H,189.0,J,HAM,FR 2674 ,2018-04-08 00:00:00,2018-04-08 17:20:00,D1726
FR7835,FR,A,73H,189.0,J,BZR,FR 7352 ,2018-04-08 00:00:00,2018-04-08 17:20:00,D2501
EZY6908,EZY,A,320,186.0,J,GVA,EZY812  ,2018-04-08 00:00:00,2018-04-08 17:25:00,D220
BE850,BE,A,DH4,78.0,J,BHX,BE 853  ,2018-04-08 00:00:00,2018-04-08 17:25:00,D800
EZY487,EZY,A,320,186.0,J,BFS,EZY240  ,2018-04-08 00:00:00,2018-04-08 17:30:00,D2301
EZY6996,EZY,A,320,186.0,J,MAD,EZY430  ,2018-04-08 00:00:00,2018-04-08 17:30:00,D1761
EW9364,EW,A,32A,180.0,J,DUS,EW 9365 ,2018-04-08 00:00:00,2018-04-08 17:30:00,D2690
BE771,BE,A,DH4,78.0,J,SOU,BE 772  ,2018-04-08 00:00:00,2018-04-08 17:40:00,D271
BE1342,BE,A,DH4,78.0,J,LCY,BE 267  ,2018-04-08 00:00:00,2018-04-08 17:45:00,D687
WK310,WK,A,320,180.0,J,ZRH,WK 311  ,2018-04-08 00:00:00,2018-04-08 17:55:00,D372
BA1454,BA,A,319,143.0,J,LHR,BA 1463 ,2018-04-08 00:00:00,2018-04-08 17:55:00,D1447
AY1373,AY,A,E90,100.0,J,HEL,AY 1374 ,2018-04-08 00:00:00,2018-04-08 17:55:00,D1341
EZY6926,EZY,A,320,180.0,J,AMS,EZY6925 ,2018-04-08 00:00:00,2018-04-08 18:10:00,D82
FR1053,FR,A,73H,189.0,J,PRG,FR 8824 ,2018-04-08 00:00:00,2018-04-08 18:10:00,D2646
LS706,LS,A,73H,189.0,J,ACE,LS 775  ,2018-04-08 00:00:00,2018-04-08 18:20:00,D807
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-08 00:00:00,2018-04-08 18:20:00,D1896
VY7815,VY,A,320,180.0,J,BCN,VY 7816 ,2018-04-08 00:00:00,2018-04-08 18:25:00,D2518
FR6827,FR,A,73H,189.0,J,FAO,FR 6826 ,2018-04-08 00:00:00,2018-04-08 18:30:00,D2201
LS728,LS,A,73H,189.0,J,TFS,LS 715  ,2018-04-08 00:00:00,2018-04-08 18:35:00,D712
FR9303,FR,A,73H,189.0,J,GRO,FR 9304 ,2018-04-08 00:00:00,2018-04-08 18:35:00,D2685
FR4382,FR,A,73H,189.0,J,HHN,FR 4383 ,2018-04-08 00:00:00,2018-04-08 18:45:00,D1983
EZY2685,EZY,A,320,186.0,J,MXP,EZY2686 ,2018-04-08 00:00:00,2018-04-08 18:45:00,D626
BA1458,BA,A,320,168.0,J,LHR,BA 1465 ,2018-04-08 00:00:00,2018-04-08 18:45:00,D1484
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-08 00:00:00,2018-04-08 18:45:00,D690
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-08 00:00:00,2018-04-08 19:00:00,D1055
BE852,BE,A,DH4,78.0,J,BHX,BE 2101 ,2018-04-08 00:00:00,2018-04-08 19:15:00,D1613
TOM1797,TOM,A,73H,189.0,C,PFO,TOM1130 ,2018-04-08 00:00:00,2018-04-08 19:25:00,D1186
EZY19,EZY,A,320,186.0,J,LTN,EZY20   ,2018-04-08 00:00:00,2018-04-08 19:30:00,D907
BA8714,BA,A,E90,98.0,J,LCY,BA 8701 ,2018-04-08 00:00:00,2018-04-08 19:35:00,D2561
BA2944,BA,A,319,144.0,J,LGW,BA 2945 ,2018-04-08 00:00:00,2018-04-08 19:35:00,D1821
LM358,LM,A,SF3,34.0,J,LSI,LM 353  ,2018-04-08 00:00:00,2018-04-08 19:35:00,D375
EZY811,EZY,A,320,186.0,J,LGW,EZY814  ,2018-04-08 00:00:00,2018-04-08 19:45:00,D572
EZY489,EZY,A,320,186.0,J,BFS,EZY6961 ,2018-04-08 00:00:00,2018-04-08 19:50:00,D2210
EZY429,EZY,A,320,186.0,J,BRS,EZY6901 ,2018-04-08 00:00:00,2018-04-08 19:50:00,D2399
EI3808,EI,A,AT7,70.0,J,ORK,EI 3807 ,2018-04-08 00:00:00,2018-04-08 19:50:00,D1979
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-08 00:00:00,2018-04-08 20:15:00,D948
BA8716,BA,A,E90,98.0,J,LCY,BA 8711 ,2018-04-08 00:00:00,2018-04-08 20:20:00,D2609
FR8887,FR,A,73H,189.0,J,STN,FR 6626 ,2018-04-08 00:00:00,2018-04-08 20:25:00,D2134
BE4507,BE,A,E95,118.0,J,CWL,BE 4508 ,2018-04-08 00:00:00,2018-04-08 20:30:00,D2015
BA1462,BA,A,319,143.0,J,LHR,BA 1461 ,2018-04-08 00:00:00,2018-04-08 20:30:00,D1472
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-08 00:00:00,2018-04-08 20:35:00,D1201
BE1344,BE,A,DH4,78.0,J,LCY,BE 1331 ,2018-04-08 00:00:00,2018-04-08 20:35:00,D1280
BE696,BE,A,DH4,78.0,J,BHD,BE 290  ,2018-04-08 00:00:00,2018-04-08 20:40:00,D297
BE297,BE,A,DH4,78.0,J,MAN,BE 760  ,2018-04-08 00:00:00,2018-04-08 20:45:00,D749
FR6604,FR,A,73H,189.0,J,IBZ,FR 6681 ,2018-04-08 00:00:00,2018-04-08 20:50:00,D2184
BE854,BE,A,DH4,78.0,J,BHX,BE 841  ,2018-04-08 00:00:00,2018-04-08 20:55:00,D974
EZY431,EZY,A,320,186.0,J,BRS,EZY432  ,2018-04-08 00:00:00,2018-04-08 20:55:00,D845
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-08 00:00:00,2018-04-08 20:55:00,D1607
EZY6984,EZY,A,320,186.0,J,CPH,EZY802  ,2018-04-08 00:00:00,2018-04-08 21:05:00,D182
BA8718,BA,A,E90,98.0,J,LCY,BA 8705 ,2018-04-08 00:00:00,2018-04-08 21:05:00,D2582
EZY239,EZY,A,320,186.0,J,STN,EZY232  ,2018-04-08 00:00:00,2018-04-08 21:10:00,D2338
BE268,BE,A,DH4,78.0,J,EMA,BE 1333 ,2018-04-08 00:00:00,2018-04-08 21:10:00,D1288
LS788,LS,A,73C,148.0,J,BUD,LS 857  ,2018-04-08 00:00:00,2018-04-08 21:20:00,D1068
EZY6958,EZY,A,319,156.0,J,CDG,EZY426  ,2018-04-08 00:00:00,2018-04-08 21:20:00,D1908
BE2110,BE,A,DH4,78.0,J,LHR,BE 261  ,2018-04-08 00:00:00,2018-04-08 21:25:00,D246
BE775,BE,A,DH4,78.0,J,SOU,BE 681  ,2018-04-08 00:00:00,2018-04-08 21:30:00,D651
EZY813,EZY,A,320,186.0,J,LGW,EZY6939 ,2018-04-08 00:00:00,2018-04-08 21:30:00,D37
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-08 00:00:00,2018-04-08 21:35:00,D1578
FR7353,FR,A,73H,189.0,J,CRL,FR 6266 ,2018-04-08 00:00:00,2018-04-08 21:35:00,D2083
EZY6932,EZY,A,320,186.0,J,HAM,EZY12   ,2018-04-08 00:00:00,2018-04-08 21:40:00,D584
FR8823,FR,A,73H,189.0,J,STN,FR 6826 ,2018-04-08 00:00:00,2018-04-08 21:45:00,D2204
FR2675,FR,A,73H,189.0,J,CPH,FR 2453 ,2018-04-08 00:00:00,2018-04-08 21:50:00,D1694
LS776,LS,A,73C,148.0,J,ALC,LS 853  ,2018-04-08 00:00:00,2018-04-08 21:55:00,D1040
EZY6914,EZY,A,319,156.0,J,MUC,EZY6955 ,2018-04-08 00:00:00,2018-04-08 22:10:00,D542
LS816,LS,A,73C,148.0,J,FAO,LS 815  ,2018-04-08 00:00:00,2018-04-08 22:10:00,D925
BA1460,BA,A,763,259.0,J,LHR,BA 1435 ,2018-04-08 00:00:00,2018-04-08 22:10:00,D1349
BA2946,BA,A,319,144.0,J,LGW,        ,2018-04-08 00:00:00,2018-04-08 22:15:00,D1793
FR1050,FR,A,73H,189.0,J,KTW,FR 8882 ,2018-04-08 00:00:00,2018-04-08 22:40:00,D2650
FR8422,FR,A,73H,189.0,J,FUE,FR 1048 ,2018-04-08 00:00:00,2018-04-08 22:40:00,D1123
EZY6960,EZY,A,320,186.0,J,NCE,EZY482  ,2018-04-08 00:00:00,2018-04-08 22:45:00,D853
FR6653,FR,A,73H,189.0,J,AGP,FR 6656 ,2018-04-08 00:00:00,2018-04-08 22:55:00,D2171
LS798,LS,A,73H,189.0,J,PFO,LS 735  ,2018-04-09 00:00:00,2018-04-09 01:40:00,D734
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2135 ,2018-04-09 00:00:00,2018-04-09 03:30:00,D1681
SRR6566,SRR,A,76Y,0.0,F,CGN,SRR6565 ,2018-04-09 00:00:00,2018-04-09 04:30:00,D2101
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-09 00:00:00,2018-04-09 06:10:00,D2262
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-09 00:00:00,2018-04-09 06:10:00,D274
QR31,QR,A,359,283.0,J,DOH,QR 32   ,2018-04-09 00:00:00,2018-04-09 06:20:00,D125
EY27,EY,A,332,262.0,J,AUH,EY 28   ,2018-04-09 00:00:00,2018-04-09 06:20:00,D109
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-09 00:00:00,2018-04-09 06:35:00,D893
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-09 00:00:00,2018-04-09 06:45:00,D137
EZY801,EZY,A,320,180.0,J,LGW,EZY804  ,2018-04-09 00:00:00,2018-04-09 06:55:00,D537
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-09 00:00:00,2018-04-09 06:55:00,D1838
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-09 00:00:00,2018-04-09 07:00:00,D1546
BE680,BE,A,DH4,78.0,J,BHD,BE 843  ,2018-04-09 00:00:00,2018-04-09 07:10:00,D985
BE4501,BE,A,E95,118.0,J,CWL,BE 4502 ,2018-04-09 00:00:00,2018-04-09 07:10:00,D1998
LM301,LM,A,D38,31.0,J,NWI,LM 302  ,2018-04-09 00:00:00,2018-04-09 07:15:00,D342
BE840,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-09 00:00:00,2018-04-09 07:15:00,D1640
BA8700,BA,A,E90,98.0,J,LCY,BA 8703 ,2018-04-09 00:00:00,2018-04-09 07:15:00,D2573
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-09 00:00:00,2018-04-09 07:20:00,D1956
BA1432,BA,A,320,168.0,J,LHR,BA 1439 ,2018-04-09 00:00:00,2018-04-09 07:20:00,D1362
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-09 00:00:00,2018-04-09 07:25:00,D1216
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-09 00:00:00,2018-04-09 07:30:00,D2437
BA2936,BA,A,319,144.0,J,LGW,BA 2937 ,2018-04-09 00:00:00,2018-04-09 07:35:00,D1364
AY1371,AY,A,E90,100.0,J,HEL,AY 1372 ,2018-04-09 00:00:00,2018-04-09 07:50:00,D1337
LM390,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-09 00:00:00,2018-04-09 07:50:00,D441
D81601,D8,A,7M8,189.0,J,SWF,D8 1640 ,2018-04-09 00:00:00,2018-04-09 07:55:00,D1526
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-09 00:00:00,2018-04-09 08:00:00,D1933
LM352,LM,A,SF3,34.0,J,LSI,LM 341  ,2018-04-09 00:00:00,2018-04-09 08:05:00,D495
BA1434,BA,A,763,259.0,J,LHR,BA 1441 ,2018-04-09 00:00:00,2018-04-09 08:10:00,D1372
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-09 00:00:00,2018-04-09 08:15:00,D1740
EZY2683,EZY,A,320,186.0,J,MXP,EZY2684 ,2018-04-09 00:00:00,2018-04-09 08:20:00,D2279
EZY3385,EZY,A,319,156.0,J,VCE,EZY3386 ,2018-04-09 00:00:00,2018-04-09 08:20:00,D2255
EZY231,EZY,A,320,186.0,J,STN,EZY6921 ,2018-04-09 00:00:00,2018-04-09 08:25:00,D2224
BE291,BE,A,DH4,78.0,J,MAN,BE 292  ,2018-04-09 00:00:00,2018-04-09 08:25:00,D298
EZY803,EZY,A,320,186.0,J,LGW,EZY484  ,2018-04-09 00:00:00,2018-04-09 08:45:00,D197
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-09 00:00:00,2018-04-09 08:55:00,D161
BE842,BE,A,DH4,78.0,J,BHX,BE 263  ,2018-04-09 00:00:00,2018-04-09 08:55:00,D994
BA8704,BA,A,E90,98.0,J,LCY,BA 8715 ,2018-04-09 00:00:00,2018-04-09 09:00:00,D2622
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-09 00:00:00,2018-04-09 09:05:00,D170
REV71C,REV,A,CN2,0.0,F,EMA,REV71  D,2018-04-09 00:00:00,2018-04-09 09:05:00,D151
BE763,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-09 00:00:00,2018-04-09 09:10:00,D764
FR8881,FR,A,73H,189.0,J,STN,FR 8884 ,2018-04-09 00:00:00,2018-04-09 09:15:00,D2666
EZY11,EZY,A,320,186.0,J,LTN,EZY6905 ,2018-04-09 00:00:00,2018-04-09 09:15:00,D2492
WW860,WW,A,321,200.0,J,KEF,WW 861  ,2018-04-09 00:00:00,2018-04-09 09:20:00,D1080
BE1332,BE,A,DH4,78.0,J,LCY,BE 764  ,2018-04-09 00:00:00,2018-04-09 09:20:00,D639
BE2102,BE,A,DH4,78.0,J,LHR,BE 689  ,2018-04-09 00:00:00,2018-04-09 09:25:00,D253
BA1438,BA,A,320,168.0,J,LHR,BA 1443 ,2018-04-09 00:00:00,2018-04-09 09:40:00,D1387
SK2541,SK,A,73H,181.0,J,ARN,SK 2542 ,2018-04-09 00:00:00,2018-04-09 09:45:00,D1703
LM350,LM,A,SF3,34.0,J,LSI,LM 335  ,2018-04-09 00:00:00,2018-04-09 09:50:00,D461
EW9364,EW,A,32A,180.0,J,DUS,EW 9365 ,2018-04-09 00:00:00,2018-04-09 09:50:00,D2693
FR1286,FR,A,73H,189.0,J,MRS,FR 1287 ,2018-04-09 00:00:00,2018-04-09 09:55:00,D1255
BE1334,BE,A,DH4,78.0,J,LCY,BE 655  ,2018-04-09 00:00:00,2018-04-09 10:00:00,D671
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-09 00:00:00,2018-04-09 10:10:00,D1853
EZY6962,EZY,A,320,186.0,J,PRG,EZY6995 ,2018-04-09 00:00:00,2018-04-09 10:15:00,D857
EZY6984,EZY,A,319,156.0,J,CPH,EZY6915 ,2018-04-09 00:00:00,2018-04-09 10:20:00,D2365
EZY233,EZY,A,320,180.0,J,STN,EZY234  ,2018-04-09 00:00:00,2018-04-09 10:30:00,D212
FR1047,FR,A,73H,189.0,J,FKB,FR 1051 ,2018-04-09 00:00:00,2018-04-09 10:45:00,D1132
EW362,EW,A,32A,180.0,J,CGN,EW 363  ,2018-04-09 00:00:00,2018-04-09 10:55:00,D473
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-09 00:00:00,2018-04-09 11:00:00,D1092
LM392,LM,A,SF3,33.0,J,KOI,LM 351  ,2018-04-09 00:00:00,2018-04-09 11:15:00,D521
LM342,LM,A,SF3,33.0,J,SYY,LM 313  ,2018-04-09 00:00:00,2018-04-09 11:20:00,D820
FR7893,FR,A,73H,189.0,J,GOT,FR 7892 ,2018-04-09 00:00:00,2018-04-09 11:25:00,D2537
TO3624,TO,A,73H,189.0,J,ORY,TO 3625 ,2018-04-09 00:00:00,2018-04-09 11:30:00,D1944
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-09 00:00:00,2018-04-09 11:30:00,D1969
KL1281,KL,A,73H,186.0,J,AMS,KL 1282 ,2018-04-09 00:00:00,2018-04-09 11:40:00,D1231
EZY6940,EZY,A,320,186.0,J,KRK,EZY6961 ,2018-04-09 00:00:00,2018-04-09 11:40:00,D2355
FR2454,FR,A,73H,189.0,J,BLQ,FR 7352 ,2018-04-09 00:00:00,2018-04-09 11:50:00,D2119
BA2216,BA,A,E90,98.0,J,LCY,BA 2217 ,2018-04-09 00:00:00,2018-04-09 11:50:00,D1690
FR6267,FR,A,73H,189.0,J,BCN,FR 815  ,2018-04-09 00:00:00,2018-04-09 11:55:00,D2504
BE293,BE,A,DH4,78.0,J,MAN,BE 687  ,2018-04-09 00:00:00,2018-04-09 11:55:00,D314
BE2104,BE,A,DH4,78.0,J,LHR,BE 2107 ,2018-04-09 00:00:00,2018-04-09 12:00:00,D777
EZY6902,EZY,A,320,186.0,J,SVQ,EZY806  ,2018-04-09 00:00:00,2018-04-09 12:00:00,D871
RC414,RC,A,319,144.0,J,FAE,RC 415  ,2018-04-09 00:00:00,2018-04-09 12:00:00,D523
BA1442,BA,A,319,143.0,J,LHR,BA 2941 ,2018-04-09 00:00:00,2018-04-09 12:05:00,D1800
LM354,LM,A,SF3,33.0,J,LSI,LM 355  ,2018-04-09 00:00:00,2018-04-09 12:10:00,D788
FR6682,FR,A,73H,189.0,J,CIA,FR 6621 ,2018-04-09 00:00:00,2018-04-09 12:10:00,D946
EZY425,EZY,A,319,156.0,J,BRS,EZY6931 ,2018-04-09 00:00:00,2018-04-09 12:15:00,D2322
BA2940,BA,A,319,144.0,J,LGW,BA 1445 ,2018-04-09 00:00:00,2018-04-09 12:20:00,D1407
EZY13,EZY,A,319,156.0,J,LTN,EZY14   ,2018-04-09 00:00:00,2018-04-09 12:40:00,D58
FR6827,FR,A,73H,189.0,J,FAO,FR 817  ,2018-04-09 00:00:00,2018-04-09 12:40:00,D1748
EZY6922,EZY,A,320,186.0,J,AMS,EZY238  ,2018-04-09 00:00:00,2018-04-09 12:40:00,D65
FR816,FR,A,73H,189.0,J,DUB,FR 1109 ,2018-04-09 00:00:00,2018-04-09 12:45:00,D1117
BE846,BE,A,DH4,78.0,J,BHX,BE 768  ,2018-04-09 00:00:00,2018-04-09 12:45:00,D1017
FR8883,FR,A,73H,189.0,J,STN,FR 6624 ,2018-04-09 00:00:00,2018-04-09 12:50:00,D931
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-09 00:00:00,2018-04-09 12:50:00,D1300
LM336,LM,A,SF3,33.0,J,WIC,LM 397  ,2018-04-09 00:00:00,2018-04-09 13:00:00,D417
LS854,LS,A,73C,148.0,J,VCE,LS 821  ,2018-04-09 00:00:00,2018-04-09 13:10:00,D1037
BE211,BE,A,DH4,78.0,J,EXT,BE 849  ,2018-04-09 00:00:00,2018-04-09 13:15:00,D685
FR6657,FR,A,73H,189.0,J,PMI,FR 2684 ,2018-04-09 00:00:00,2018-04-09 13:15:00,D2144
BE767,BE,A,DH4,78.0,J,SOU,BE 851  ,2018-04-09 00:00:00,2018-04-09 13:20:00,D1657
LS858,LS,A,73C,148.0,J,AGP,LS 851  ,2018-04-09 00:00:00,2018-04-09 13:25:00,D965
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-09 00:00:00,2018-04-09 13:30:00,D1919
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-09 00:00:00,2018-04-09 13:30:00,D1868
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-09 00:00:00,2018-04-09 13:35:00,D1421
EZY6978,EZY,A,320,186.0,J,SXF,EZY6949 ,2018-04-09 00:00:00,2018-04-09 13:40:00,D2296
FR1018,FR,A,73H,189.0,J,BUD,FR 1017 ,2018-04-09 00:00:00,2018-04-09 13:50:00,D2048
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-09 00:00:00,2018-04-09 13:55:00,D1252
TK1345,TK,A,73H,165.0,J,IST,TK 1346 ,2018-04-09 00:00:00,2018-04-09 14:00:00,D1332
EZY15,EZY,A,320,186.0,J,LTN,EZY808  ,2018-04-09 00:00:00,2018-04-09 14:10:00,D606
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-09 00:00:00,2018-04-09 14:10:00,D620
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-09 00:00:00,2018-04-09 14:10:00,D1313
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-09 00:00:00,2018-04-09 14:15:00,D348
D81641,D8,A,7M8,189.0,J,OSL,D8 1600 ,2018-04-09 00:00:00,2018-04-09 14:40:00,D1513
EZY6906,EZY,A,320,186.0,J,GVA,EZY486  ,2018-04-09 00:00:00,2018-04-09 14:45:00,D553
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-09 00:00:00,2018-04-09 14:45:00,D1883
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-09 00:00:00,2018-04-09 14:45:00,D1498
LS776,LS,A,73H,189.0,J,ALC,LS 55  C,2018-04-09 00:00:00,2018-04-09 14:50:00,D144
EZY6924,EZY,A,320,180.0,J,AMS,EZY6923 ,2018-04-09 00:00:00,2018-04-09 15:00:00,D2386
LS816,LS,A,73C,148.0,J,FAO,LS 787  ,2018-04-09 00:00:00,2018-04-09 15:00:00,D834
FR6627,FR,A,73H,189.0,J,ACE,FR 6652 ,2018-04-09 00:00:00,2018-04-09 15:10:00,D1178
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-09 00:00:00,2018-04-09 15:10:00,D1594
FR1052,FR,A,73H,189.0,J,NTE,FR 5579 ,2018-04-09 00:00:00,2018-04-09 15:15:00,D2130
LM314,LM,A,SF3,33.0,J,IOM,LM 399 A,2018-04-09 00:00:00,2018-04-09 15:25:00,D485
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-09 00:00:00,2018-04-09 15:30:00,D1030
BA1448,BA,A,320,168.0,J,LHR,BA 1455 ,2018-04-09 00:00:00,2018-04-09 15:55:00,D1438
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-09 00:00:00,2018-04-09 16:00:00,D1265
EZY427,EZY,A,320,186.0,J,BRS,EZY488  ,2018-04-09 00:00:00,2018-04-09 16:00:00,D229
EZY485,EZY,A,320,186.0,J,BFS,EZY428  ,2018-04-09 00:00:00,2018-04-09 16:00:00,D565
LM356,LM,A,SF3,33.0,J,LSI,LM 357  ,2018-04-09 00:00:00,2018-04-09 16:10:00,D396
LM398,LM,A,SF3,33.0,J,KOI,LM 353  ,2018-04-09 00:00:00,2018-04-09 16:10:00,D427
EZY6916,EZY,A,319,156.0,J,STR,EZY6981 ,2018-04-09 00:00:00,2018-04-09 16:15:00,D2244
BA8706,BA,A,E90,98.0,J,LCY,BA 8709 ,2018-04-09 00:00:00,2018-04-09 16:20:00,D2592
EZY237,EZY,A,320,186.0,J,STN,EZY6959 ,2018-04-09 00:00:00,2018-04-09 16:20:00,D235
LH964,LH,A,321,195.0,J,FRA,LH 965  ,2018-04-09 00:00:00,2018-04-09 16:25:00,D1108
EZY809,EZY,A,320,186.0,J,LGW,EZY240  ,2018-04-09 00:00:00,2018-04-09 16:25:00,D596
EW1712,EW,A,32A,180.0,J,MUC,EW 1713 ,2018-04-09 00:00:00,2018-04-09 16:30:00,D1561
FR7353,FR,A,73H,189.0,J,CRL,FR 1068 ,2018-04-09 00:00:00,2018-04-09 16:35:00,D1154
EZY6956,EZY,A,319,156.0,J,CDG,EZY6913 ,2018-04-09 00:00:00,2018-04-09 16:35:00,D2381
FR6619,FR,A,73H,189.0,J,POZ,FR 8888 ,2018-04-09 00:00:00,2018-04-09 16:50:00,D2112
FR2685,FR,A,73H,189.0,J,STN,FR 6618 ,2018-04-09 00:00:00,2018-04-09 16:50:00,D2677
BE692,BE,A,DH4,78.0,J,BHD,BE 2109 ,2018-04-09 00:00:00,2018-04-09 16:55:00,D1665
BA1452,BA,A,319,143.0,J,LHR,BA 1459 ,2018-04-09 00:00:00,2018-04-09 16:55:00,D1812
EZY6932,EZY,A,319,156.0,J,HAM,EZY6957 ,2018-04-09 00:00:00,2018-04-09 17:00:00,D2447
BE295,BE,A,DH4,78.0,J,MAN,BE 296  ,2018-04-09 00:00:00,2018-04-09 17:15:00,D327
WK310,WK,A,320,180.0,J,ZRH,WK 311  ,2018-04-09 00:00:00,2018-04-09 17:15:00,D368
FR814,FR,A,73H,189.0,J,DUB,FR 2674 ,2018-04-09 00:00:00,2018-04-09 17:20:00,D1723
BE266,BE,A,DH4,78.0,J,EMA,BE 853  ,2018-04-09 00:00:00,2018-04-09 17:25:00,D1045
BE850,BE,A,DH4,78.0,J,BHX,BE 772  ,2018-04-09 00:00:00,2018-04-09 17:25:00,D794
EZY6996,EZY,A,320,186.0,J,MAD,EZY430  ,2018-04-09 00:00:00,2018-04-09 17:30:00,D2302
BA8712,BA,A,E90,98.0,J,LCY,BA 8717 ,2018-04-09 00:00:00,2018-04-09 17:30:00,D2631
EZY487,EZY,A,320,186.0,J,BFS,EZY242  ,2018-04-09 00:00:00,2018-04-09 17:30:00,D1762
BA2944,BA,A,319,144.0,J,LGW,BA 1463 ,2018-04-09 00:00:00,2018-04-09 17:35:00,D1823
LS736,LS,A,73H,189.0,J,FNC,LS 745  ,2018-04-09 00:00:00,2018-04-09 17:45:00,D737
