SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,LINK
BA1454,BA,A,319,143.0,J,LHR,BA 2945 ,2018-04-09 00:00:00,2018-04-09 17:50:00,D1474
BE771,BE,A,DH4,78.0,J,SOU,BE 267  ,2018-04-09 00:00:00,2018-04-09 17:55:00,D265
LM307,LM,A,D38,31.0,J,NWI,LM 308  ,2018-04-09 00:00:00,2018-04-09 18:00:00,D362
TOM1131,TOM,A,73H,189.0,C,LPA,TOM1256 ,2018-04-09 00:00:00,2018-04-09 18:05:00,D1192
EZY6926,EZY,A,320,180.0,J,AMS,EZY6925 ,2018-04-09 00:00:00,2018-04-09 18:10:00,D89
BE4507,BE,A,E95,118.0,J,CWL,BE 4508 ,2018-04-09 00:00:00,2018-04-09 18:10:00,D2021
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-09 00:00:00,2018-04-09 18:20:00,D1897
BA8708,BA,A,E90,98.0,J,LCY,BA 8719 ,2018-04-09 00:00:00,2018-04-09 18:20:00,D2641
VY7815,VY,A,320,180.0,J,BCN,VY 7816 ,2018-04-09 00:00:00,2018-04-09 18:25:00,D2522
FR5833,FR,A,73H,189.0,J,BGY,FR 5834 ,2018-04-09 00:00:00,2018-04-09 18:25:00,D2060
BE1342,BE,A,DH4,78.0,J,LCY,BE 2101 ,2018-04-09 00:00:00,2018-04-09 18:30:00,D695
LS716,LS,A,73H,189.0,J,LPA,LS 709  ,2018-04-09 00:00:00,2018-04-09 18:35:00,D709
EZY2685,EZY,A,320,186.0,J,MXP,EZY2686 ,2018-04-09 00:00:00,2018-04-09 18:45:00,D577
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-09 00:00:00,2018-04-09 18:55:00,D1062
BA1458,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-09 00:00:00,2018-04-09 18:55:00,D1789
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-09 00:00:00,2018-04-09 19:00:00,D1620
BE852,BE,A,DH4,78.0,J,BHX,BE 1331 ,2018-04-09 00:00:00,2018-04-09 19:15:00,D1275
LM358,LM,A,SF3,34.0,J,LSI,        ,2018-04-09 00:00:00,2018-04-09 19:15:00,D384
EZY429,EZY,A,320,186.0,J,BRS,EZY20   ,2018-04-09 00:00:00,2018-04-09 19:25:00,D908
BA8710,BA,A,E90,98.0,J,LCY,BA 8701 ,2018-04-09 00:00:00,2018-04-09 19:25:00,D2553
EZY19,EZY,A,320,186.0,J,LTN,EZY432  ,2018-04-09 00:00:00,2018-04-09 19:30:00,D629
EZY811,EZY,A,320,186.0,J,LGW,EZY814  ,2018-04-09 00:00:00,2018-04-09 19:45:00,D2405
BE1344,BE,A,DH4,78.0,J,LCY,BE 290  ,2018-04-09 00:00:00,2018-04-09 19:45:00,D293
FR1108,FR,A,73H,189.0,J,EIN,FR 6266 ,2018-04-09 00:00:00,2018-04-09 19:50:00,D951
EZY239,EZY,A,320,186.0,J,STN,EZY490  ,2018-04-09 00:00:00,2018-04-09 20:10:00,D851
EZY489,EZY,A,320,186.0,J,BFS,EZY802 A,2018-04-09 00:00:00,2018-04-09 20:10:00,D2328
BA8714,BA,A,E90,98.0,J,LCY,BA 8711 ,2018-04-09 00:00:00,2018-04-09 20:10:00,D2606
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-09 00:00:00,2018-04-09 20:20:00,D2081
FR8887,FR,A,73H,189.0,J,STN,FR 2886 ,2018-04-09 00:00:00,2018-04-09 20:25:00,D1778
BA1462,BA,A,319,143.0,J,LHR,BA 2937 ,2018-04-09 00:00:00,2018-04-09 20:30:00,D1802
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-09 00:00:00,2018-04-09 20:35:00,D1202
LS852,LS,A,73C,148.0,J,VIE,LS 853  ,2018-04-09 00:00:00,2018-04-09 20:40:00,D832
BE297,BE,A,DH4,78.0,J,MAN,BE 760  ,2018-04-09 00:00:00,2018-04-09 20:45:00,D743
EZY431,EZY,A,320,186.0,J,BRS,EZY6935 ,2018-04-09 00:00:00,2018-04-09 20:55:00,D2346
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-09 00:00:00,2018-04-09 20:55:00,D1608
EZY483,EZY,A,320,186.0,J,BFS,EZY6941 ,2018-04-09 00:00:00,2018-04-09 20:55:00,D586
BE854,BE,A,DH4,78.0,J,BHX,BE 841  ,2018-04-09 00:00:00,2018-04-09 20:55:00,D971
LM775,LM,A,SF3,0.0,M,INV,LM 776 P,2018-04-09 00:00:00,2018-04-09 21:00:00,D444
BE268,BE,A,DH4,78.0,J,EMA,BE 1333 ,2018-04-09 00:00:00,2018-04-09 21:10:00,D1282
BA8718,BA,A,E90,98.0,J,LCY,BA 8705 ,2018-04-09 00:00:00,2018-04-09 21:10:00,D2579
EZY241,EZY,A,320,186.0,J,STN,EZY482  ,2018-04-09 00:00:00,2018-04-09 21:10:00,D527
LM768,LM,A,SF3,0.0,M,ABZ,LM 769  ,2018-04-09 00:00:00,2018-04-09 21:25:00,D506
LS822,LS,A,73C,148.0,J,MJV,        ,2018-04-09 00:00:00,2018-04-09 21:25:00,D918
BE2110,BE,A,DH4,78.0,J,LHR,BE 261  ,2018-04-09 00:00:00,2018-04-09 21:25:00,D649
BE775,BE,A,DH4,78.0,J,SOU,BE 681  ,2018-04-09 00:00:00,2018-04-09 21:30:00,D244
EZY6958,EZY,A,319,156.0,J,CDG,EZY12   ,2018-04-09 00:00:00,2018-04-09 21:35:00,D41
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-09 00:00:00,2018-04-09 21:35:00,D1579
NPT11L,NPT,A,73Y,0.0,M,STN,NPT11  M,2018-04-09 00:00:00,2018-04-09 21:45:00,D35
BA2946,BA,A,319,144.0,J,LGW,        ,2018-04-09 00:00:00,2018-04-09 21:45:00,D1401
FR2675,FR,A,73H,189.0,J,CPH,FR 6698 ,2018-04-09 00:00:00,2018-04-09 21:50:00,D2199
EZY6914,EZY,A,319,156.0,J,MUC,EZY232  ,2018-04-09 00:00:00,2018-04-09 22:10:00,D184
FR6625,FR,A,73H,189.0,J,KRK,FR 8882 ,2018-04-09 00:00:00,2018-04-09 22:40:00,D2660
EZY6960,EZY,A,320,186.0,J,NCE,EZY6963 ,2018-04-09 00:00:00,2018-04-09 22:45:00,D2438
FR6622,FR,A,73H,189.0,J,TFS,FR 4524 ,2018-04-09 00:00:00,2018-04-09 22:45:00,D1188
FR1069,FR,A,73H,189.0,J,TSF,FR 1159 ,2018-04-09 00:00:00,2018-04-09 22:45:00,D1169
FR6653,FR,A,73H,189.0,J,AGP,FR 1119 ,2018-04-09 00:00:00,2018-04-09 22:55:00,D2033
FR5578,FR,A,73H,189.0,J,ALC,FR 1071 ,2018-04-09 00:00:00,2018-04-09 22:55:00,D900
NPT9H,NPT,A,73P,0.0,M,STN,NPT9   G,2018-04-10 00:00:00,2018-04-10 00:05:00,D14
NPT12B,NPT,A,73Y,0.0,M,EMA,NPT10  J,2018-04-10 00:00:00,2018-04-10 00:30:00,D23
EZY6950,EZY,A,320,186.0,J,TFS,EZY238  ,2018-04-10 00:00:00,2018-04-10 00:30:00,D2421
NPT10K,NPT,A,73Y,0.0,M,STN,NPT12  A,2018-04-10 00:00:00,2018-04-10 01:10:00,D53
NPT4N,NPT,A,73P,0.0,M,EMA,NPT4   S,2018-04-10 00:00:00,2018-04-10 01:20:00,D7
3V25N,3V,A,73P,0.0,F,LGG,3V 26  H,2018-04-10 00:00:00,2018-04-10 04:35:00,D97
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2135 ,2018-04-10 00:00:00,2018-04-10 04:40:00,D1674
SRR6566,SRR,A,76Y,0.0,F,CGN,SRR6565 ,2018-04-10 00:00:00,2018-04-10 05:15:00,D2096
FR1077,FR,A,73H,189.0,J,HAM,FR 1078 ,2018-04-10 00:00:00,2018-04-10 06:05:00,D1160
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-10 00:00:00,2018-04-10 06:10:00,D280
EY27,EY,A,332,262.0,J,AUH,EY 28   ,2018-04-10 00:00:00,2018-04-10 06:20:00,D110
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-10 00:00:00,2018-04-10 06:45:00,D138
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-10 00:00:00,2018-04-10 06:50:00,D1182
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-10 00:00:00,2018-04-10 06:55:00,D1839
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-10 00:00:00,2018-04-10 07:00:00,D1549
BE840,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-10 00:00:00,2018-04-10 07:10:00,D986
BE4501,BE,A,E75,88.0,J,CWL,BE 4502 ,2018-04-10 00:00:00,2018-04-10 07:10:00,D2003
BE680,BE,A,DH4,78.0,J,BHD,BE 843  ,2018-04-10 00:00:00,2018-04-10 07:10:00,D1630
LM301,LM,A,D38,31.0,J,NWI,LM 302  ,2018-04-10 00:00:00,2018-04-10 07:15:00,D338
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-10 00:00:00,2018-04-10 07:15:00,D2229
BA8700,BA,A,E90,98.0,J,LCY,BA 8703 ,2018-04-10 00:00:00,2018-04-10 07:15:00,D2565
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-10 00:00:00,2018-04-10 07:15:00,D2269
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-10 00:00:00,2018-04-10 07:20:00,D1957
BA1432,BA,A,320,168.0,J,LHR,BA 1447 ,2018-04-10 00:00:00,2018-04-10 07:20:00,D1389
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-10 00:00:00,2018-04-10 07:25:00,D1217
BA2936,BA,A,319,144.0,J,LGW,BA 1439 ,2018-04-10 00:00:00,2018-04-10 07:35:00,D1451
LM390,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-10 00:00:00,2018-04-10 07:50:00,D406
D81601,D8,A,7M8,189.0,J,SWF,D8 1640 ,2018-04-10 00:00:00,2018-04-10 07:55:00,D1527
BA1434,BA,A,763,259.0,J,LHR,BA 1441 ,2018-04-10 00:00:00,2018-04-10 08:00:00,D1374
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-10 00:00:00,2018-04-10 08:00:00,D1934
LM352,LM,A,SF3,34.0,J,LSI,LM 341  ,2018-04-10 00:00:00,2018-04-10 08:05:00,D462
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-10 00:00:00,2018-04-10 08:15:00,D2412
BE291,BE,A,DH4,78.0,J,MAN,BE 292  ,2018-04-10 00:00:00,2018-04-10 08:25:00,D307
EZY6974,EZY,A,320,186.0,J,PMI,EZY6905 ,2018-04-10 00:00:00,2018-04-10 08:25:00,D2485
EZY11,EZY,A,319,156.0,J,LTN,EZY6921 ,2018-04-10 00:00:00,2018-04-10 08:40:00,D2281
EZY803,EZY,A,320,186.0,J,LGW,EZY6973 ,2018-04-10 00:00:00,2018-04-10 08:45:00,D202
TK1343,TK,A,73H,165.0,J,IST,TK 1344 ,2018-04-10 00:00:00,2018-04-10 08:50:00,D1324
BE842,BE,A,DH4,78.0,J,BHX,BE 263  ,2018-04-10 00:00:00,2018-04-10 08:55:00,D995
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-10 00:00:00,2018-04-10 08:55:00,D162
BA8704,BA,A,E90,98.0,J,LCY,BA 8715 ,2018-04-10 00:00:00,2018-04-10 09:00:00,D2614
DY4463,DY,A,73H,186.0,J,ARN,DY 4464 ,2018-04-10 00:00:00,2018-04-10 09:00:00,D1993
REV71C,REV,A,CN2,0.0,F,EMA,REV71  D,2018-04-10 00:00:00,2018-04-10 09:05:00,D152
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-10 00:00:00,2018-04-10 09:05:00,D171
BE763,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-10 00:00:00,2018-04-10 09:10:00,D752
FR8881,FR,A,73H,189.0,J,STN,FR 8884 ,2018-04-10 00:00:00,2018-04-10 09:15:00,D2667
EZY231,EZY,A,319,156.0,J,STN,EZY6991 ,2018-04-10 00:00:00,2018-04-10 09:15:00,D2471
BE1332,BE,A,DH4,78.0,J,LCY,BE 764  ,2018-04-10 00:00:00,2018-04-10 09:20:00,D638
BE2102,BE,A,DH4,78.0,J,LHR,BE 689  ,2018-04-10 00:00:00,2018-04-10 09:25:00,D255
SK2541,SK,A,32A,174.0,J,ARN,SK 2542 ,2018-04-10 00:00:00,2018-04-10 09:25:00,D1706
BA1438,BA,A,320,168.0,J,LHR,BA 1443 ,2018-04-10 00:00:00,2018-04-10 09:40:00,D1423
LM350,LM,A,SF3,34.0,J,LSI,LM 335  ,2018-04-10 00:00:00,2018-04-10 09:50:00,D513
BE1334,BE,A,DH4,78.0,J,LCY,BE 655  ,2018-04-10 00:00:00,2018-04-10 10:00:00,D675
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-10 00:00:00,2018-04-10 10:10:00,D1854
EZY6962,EZY,A,320,186.0,J,PRG,EZY234  ,2018-04-10 00:00:00,2018-04-10 10:15:00,D866
EZY233,EZY,A,320,180.0,J,STN,EZY6995 ,2018-04-10 00:00:00,2018-04-10 10:40:00,D2371
LS6410,LS,A,73H,189.0,C,DUB,LS 721  ,2018-04-10 00:00:00,2018-04-10 10:40:00,D145
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-10 00:00:00,2018-04-10 11:00:00,D1099
LM392,LM,A,SF3,33.0,J,KOI,LM 351  ,2018-04-10 00:00:00,2018-04-10 11:15:00,D815
FR6241,FR,A,73H,189.0,J,NRN,FR 6242 ,2018-04-10 00:00:00,2018-04-10 11:15:00,D2068
LM342,LM,A,SF3,34.0,J,SYY,LM 347  ,2018-04-10 00:00:00,2018-04-10 11:25:00,D783
EZY6942,EZY,A,320,186.0,J,KEF,EZY806  ,2018-04-10 00:00:00,2018-04-10 11:30:00,D218
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-10 00:00:00,2018-04-10 11:30:00,D1970
FR1158,FR,A,73H,189.0,J,WRO,FR 6654 ,2018-04-10 00:00:00,2018-04-10 11:35:00,D2156
LS6409,LS,A,73H,189.0,C,DUB,LS 61  J,2018-04-10 00:00:00,2018-04-10 11:40:00,D723
KL1281,KL,A,73H,186.0,J,AMS,KL 1282 ,2018-04-10 00:00:00,2018-04-10 11:40:00,D1232
FR2885,FR,A,73H,189.0,J,KUN,FR 6652 ,2018-04-10 00:00:00,2018-04-10 11:45:00,D1141
BA2216,BA,A,E90,98.0,J,LCY,BA 2217 ,2018-04-10 00:00:00,2018-04-10 11:50:00,D1685
EZY6936,EZY,A,320,186.0,J,VIE,EZY6929 ,2018-04-10 00:00:00,2018-04-10 11:50:00,D2313
FR6267,FR,A,73H,189.0,J,BCN,FR 5579 ,2018-04-10 00:00:00,2018-04-10 11:55:00,D936
BE293,BE,A,DH4,78.0,J,MAN,BE 687  ,2018-04-10 00:00:00,2018-04-10 11:55:00,D315
BE2104,BE,A,DH4,78.0,J,LHR,BE 2107 ,2018-04-10 00:00:00,2018-04-10 12:00:00,D774
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-10 00:00:00,2018-04-10 12:05:00,D1478
EZY6982,EZY,A,319,156.0,J,LIS,EZY6913 ,2018-04-10 00:00:00,2018-04-10 12:10:00,D557
LM354,LM,A,SF3,33.0,J,LSI,LM 355  ,2018-04-10 00:00:00,2018-04-10 12:10:00,D418
QR29,QR,A,359,283.0,J,DOH,QR 30   ,2018-04-10 00:00:00,2018-04-10 12:15:00,D122
FR4525,FR,A,73H,189.0,J,WMI,FR 1054 ,2018-04-10 00:00:00,2018-04-10 12:35:00,D1754
EZY6922,EZY,A,320,186.0,J,AMS,EZY6955 ,2018-04-10 00:00:00,2018-04-10 12:40:00,D2332
FR816,FR,A,73H,189.0,J,DUB,FR 817  ,2018-04-10 00:00:00,2018-04-10 12:45:00,D1770
BA2940,BA,A,319,144.0,J,LGW,BA 2941 ,2018-04-10 00:00:00,2018-04-10 12:45:00,D1825
BE846,BE,A,DH4,78.0,J,BHX,BE 768  ,2018-04-10 00:00:00,2018-04-10 12:45:00,D1008
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-10 00:00:00,2018-04-10 12:50:00,D1302
FR8883,FR,A,73H,189.0,J,STN,FR 2684 ,2018-04-10 00:00:00,2018-04-10 12:50:00,D2154
LM336,LM,A,SF3,33.0,J,WIC,LM 397 A,2018-04-10 00:00:00,2018-04-10 13:10:00,D486
BE211,BE,A,DH4,78.0,J,EXT,BE 849  ,2018-04-10 00:00:00,2018-04-10 13:15:00,D681
BE767,BE,A,DH4,78.0,J,SOU,BE 851  ,2018-04-10 00:00:00,2018-04-10 13:20:00,D1650
FR1120,FR,A,73H,189.0,J,CCF,FR 6624 ,2018-04-10 00:00:00,2018-04-10 13:25:00,D2050
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-10 00:00:00,2018-04-10 13:30:00,D1920
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-10 00:00:00,2018-04-10 13:30:00,D1869
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-10 00:00:00,2018-04-10 13:35:00,D1416
EZY6978,EZY,A,320,186.0,J,SXF,EZY6965 ,2018-04-10 00:00:00,2018-04-10 13:40:00,D879
D86410,D8,A,73H,186.0,J,TFS,D8 6411 ,2018-04-10 00:00:00,2018-04-10 13:45:00,D2090
EZY6964,EZY,A,320,186.0,J,JER,EZY808  ,2018-04-10 00:00:00,2018-04-10 13:55:00,D71
FR1070,FR,A,73H,189.0,J,VLC,FR 2753 ,2018-04-10 00:00:00,2018-04-10 13:55:00,D2103
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-10 00:00:00,2018-04-10 13:55:00,D1244
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-10 00:00:00,2018-04-10 14:10:00,D353
EZY15,EZY,A,320,186.0,J,LTN,EZY6937 ,2018-04-10 00:00:00,2018-04-10 14:10:00,D2414
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-10 00:00:00,2018-04-10 14:10:00,D1315
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-10 00:00:00,2018-04-10 14:10:00,D227
BA1444,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-10 00:00:00,2018-04-10 14:30:00,D1784
BA8716,BA,A,E70,76.0,J,LCY,BA 8707 ,2018-04-10 00:00:00,2018-04-10 14:40:00,D2586
D81641,D8,A,7M8,189.0,J,OSL,D8 1604 ,2018-04-10 00:00:00,2018-04-10 14:40:00,D1519
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D1505
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D1884
EZY6906,EZY,A,320,186.0,J,GVA,EZY6961 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D624
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-10 00:00:00,2018-04-10 15:10:00,D1595
LS788,LS,A,73C,148.0,J,BUD,LS 787  ,2018-04-10 00:00:00,2018-04-10 15:15:00,D1041
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-10 00:00:00,2018-04-10 15:30:00,D1024
EZY427,EZY,A,319,156.0,J,BRS,EZY428  ,2018-04-10 00:00:00,2018-04-10 15:30:00,D2251
BA1448,BA,A,321,205.0,J,LHR,BA 1455 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D1440
FR6699,FR,A,73H,189.0,J,LPA,FR 6603 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D2124
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-10 00:00:00,2018-04-10 16:00:00,D1266
LM356,LM,A,SF3,33.0,J,LSI,LM 357  ,2018-04-10 00:00:00,2018-04-10 16:10:00,D397
LM398,LM,A,SF3,33.0,J,KOI,LM 353  ,2018-04-10 00:00:00,2018-04-10 16:10:00,D428
LM348,LM,A,SF3,34.0,J,SYY,LM 399  ,2018-04-10 00:00:00,2018-04-10 16:20:00,D385
EZY237,EZY,A,320,186.0,J,STN,EZY802  ,2018-04-10 00:00:00,2018-04-10 16:20:00,D566
BA8706,BA,A,E90,98.0,J,LCY,BA 8709 ,2018-04-10 00:00:00,2018-04-10 16:20:00,D2596
EZY809,EZY,A,320,186.0,J,LGW,EZY240  ,2018-04-10 00:00:00,2018-04-10 16:25:00,D2307
LH964,LH,A,321,195.0,J,FRA,LH 965  ,2018-04-10 00:00:00,2018-04-10 16:25:00,D1109
FR7922,FR,A,73H,189.0,J,GDN,FR 7921 ,2018-04-10 00:00:00,2018-04-10 16:40:00,D2541
FR6696,FR,A,73H,189.0,J,MLA,FR 6695 ,2018-04-10 00:00:00,2018-04-10 16:45:00,D2193
BA1452,BA,A,320,168.0,J,LHR,BA 1459 ,2018-04-10 00:00:00,2018-04-10 16:50:00,D1449
FR2685,FR,A,73H,189.0,J,STN,FR 8888 ,2018-04-10 00:00:00,2018-04-10 16:50:00,D2683
BE692,BE,A,DH4,78.0,J,BHD,BE 2109 ,2018-04-10 00:00:00,2018-04-10 16:55:00,D1666
BE295,BE,A,DH4,78.0,J,MAN,BE 296  ,2018-04-10 00:00:00,2018-04-10 17:15:00,D328
BA2944,BA,A,319,144.0,J,LGW,BA 1463 ,2018-04-10 00:00:00,2018-04-10 17:20:00,D1804
EW1712,EW,A,32A,180.0,J,MUC,EW 1713 ,2018-04-10 00:00:00,2018-04-10 17:25:00,D1563
EZY6956,EZY,A,320,186.0,J,CDG,EZY488  ,2018-04-10 00:00:00,2018-04-10 17:25:00,D1763
BE850,BE,A,DH4,78.0,J,BHX,BE 772  ,2018-04-10 00:00:00,2018-04-10 17:25:00,D1046
BE266,BE,A,DH4,78.0,J,EMA,BE 853  ,2018-04-10 00:00:00,2018-04-10 17:25:00,D795
EZY6996,EZY,A,320,186.0,J,MAD,EZY430  ,2018-04-10 00:00:00,2018-04-10 17:30:00,D83
BA8712,BA,A,E90,98.0,J,LCY,BA 8717 ,2018-04-10 00:00:00,2018-04-10 17:30:00,D2627
TOM1257,TOM,A,73H,189.0,C,TFS,TOM1386 ,2018-04-10 00:00:00,2018-04-10 17:35:00,D1344
BA1454,BA,A,319,143.0,J,LHR,BA 2945 ,2018-04-10 00:00:00,2018-04-10 17:40:00,D1405
FR1053,FR,A,73H,189.0,J,PRG,FR 1059 ,2018-04-10 00:00:00,2018-04-10 17:45:00,D1146
FR6655,FR,A,73H,189.0,J,BOD,FR 4383 ,2018-04-10 00:00:00,2018-04-10 17:45:00,D1987
FR6657,FR,A,73H,189.0,J,PMI,FR 6656 ,2018-04-10 00:00:00,2018-04-10 17:50:00,D2173
BE771,BE,A,DH4,78.0,J,SOU,BE 267  ,2018-04-10 00:00:00,2018-04-10 17:55:00,D266
LM307,LM,A,D38,31.0,J,NWI,LM 308  ,2018-04-10 00:00:00,2018-04-10 18:00:00,D363
BE4507,BE,A,E95,118.0,J,CWL,BE 4508 ,2018-04-10 00:00:00,2018-04-10 18:10:00,D2022
EZY6926,EZY,A,320,180.0,J,AMS,EZY6925 ,2018-04-10 00:00:00,2018-04-10 18:15:00,D914
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-10 00:00:00,2018-04-10 18:20:00,D1898
BA8708,BA,A,E90,98.0,J,LCY,BA 8719 ,2018-04-10 00:00:00,2018-04-10 18:20:00,D2634
VY7815,VY,A,320,180.0,J,BCN,VY 7816 ,2018-04-10 00:00:00,2018-04-10 18:25:00,D2525
FR5833,FR,A,73H,189.0,J,BGY,FR 5834 ,2018-04-10 00:00:00,2018-04-10 18:25:00,D2061
BE1342,BE,A,DH4,78.0,J,LCY,BE 2101 ,2018-04-10 00:00:00,2018-04-10 18:30:00,D700
EZY2685,EZY,A,320,186.0,J,MXP,EZY2686 ,2018-04-10 00:00:00,2018-04-10 18:45:00,D2401
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-10 00:00:00,2018-04-10 18:50:00,D1063
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-10 00:00:00,2018-04-10 19:00:00,D1617
BE852,BE,A,DH4,78.0,J,BHX,BE 1331 ,2018-04-10 00:00:00,2018-04-10 19:15:00,D1276
LM358,LM,A,SF3,34.0,J,LSI,        ,2018-04-10 00:00:00,2018-04-10 19:15:00,D447
LS746,LS,A,73H,189.0,J,FUE,LS 797  ,2018-04-10 00:00:00,2018-04-10 19:20:00,D836
BA8710,BA,A,E90,98.0,J,LCY,BA 8701 ,2018-04-10 00:00:00,2018-04-10 19:25:00,D2557
EZY19,EZY,A,320,186.0,J,LTN,EZY20   ,2018-04-10 00:00:00,2018-04-10 19:30:00,D841
BE1344,BE,A,DH4,78.0,J,LCY,BE 290  ,2018-04-10 00:00:00,2018-04-10 19:45:00,D744
EZY811,EZY,A,320,180.0,J,LGW,EZY814  ,2018-04-10 00:00:00,2018-04-10 19:55:00,D2464
LS710,LS,A,73H,189.0,J,AYT,LS 705  ,2018-04-10 00:00:00,2018-04-10 20:05:00,D927
EZY239,EZY,A,320,186.0,J,STN,EZY6989 ,2018-04-10 00:00:00,2018-04-10 20:10:00,D186
EZY489,EZY,A,320,186.0,J,BFS,EZY232  ,2018-04-10 00:00:00,2018-04-10 20:10:00,D2334
BA8714,BA,A,E90,98.0,J,LCY,BA 8711 ,2018-04-10 00:00:00,2018-04-10 20:10:00,D2603
FR8887,FR,A,73H,189.0,J,STN,FR 819  ,2018-04-10 00:00:00,2018-04-10 20:25:00,D953
BA1462,BA,A,319,143.0,J,LHR,        ,2018-04-10 00:00:00,2018-04-10 20:30:00,D1814
FR2752,FR,A,73H,189.0,J,PSA,FR 6681 ,2018-04-10 00:00:00,2018-04-10 20:30:00,D2180
FR818,FR,A,73H,189.0,J,DUB,FR 6266 ,2018-04-10 00:00:00,2018-04-10 20:35:00,D2077
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-10 00:00:00,2018-04-10 20:35:00,D1203
BE297,BE,A,DH4,78.0,J,MAN,BE 760  ,2018-04-10 00:00:00,2018-04-10 20:45:00,D294
BE854,BE,A,DH4,78.0,J,BHX,BE 841  ,2018-04-10 00:00:00,2018-04-10 20:55:00,D972
EZY431,EZY,A,320,186.0,J,BRS,EZY6939 ,2018-04-10 00:00:00,2018-04-10 20:55:00,D39
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-10 00:00:00,2018-04-10 20:55:00,D1609
LM775,LM,A,SF3,0.0,M,INV,LM 776 P,2018-04-10 00:00:00,2018-04-10 21:00:00,D409
BA8718,BA,A,E90,98.0,J,LCY,BA 8705 ,2018-04-10 00:00:00,2018-04-10 21:10:00,D2576
BE268,BE,A,DH4,78.0,J,EMA,BE 1333 ,2018-04-10 00:00:00,2018-04-10 21:10:00,D1284
BA1460,BA,A,763,259.0,J,LHR,BA 1435 ,2018-04-10 00:00:00,2018-04-10 21:15:00,D1351
BA2946,BA,A,319,144.0,J,LGW,        ,2018-04-10 00:00:00,2018-04-10 21:15:00,D1827
BE2110,BE,A,DH4,78.0,J,LHR,BE 261  ,2018-04-10 00:00:00,2018-04-10 21:25:00,D650
LM768,LM,A,SF3,0.0,M,ABZ,LM 769  ,2018-04-10 00:00:00,2018-04-10 21:25:00,D507
