SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,ID,LINK
LS857,LS,D,73H,189.0,J,AGP,LS 718  ,2018-04-13 00:00:00,2018-04-13 07:55:00,D1073,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-13 00:00:00,2018-04-13 08:10:00,D1220,1
LS715,LS,D,73H,189.0,J,LPA,LS 728  ,2018-04-13 00:00:00,2018-04-13 08:10:00,D714,1
BA1439,BA,D,320,168.0,J,LHR,BA 2936 ,2018-04-13 00:00:00,2018-04-13 08:10:00,D1370,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-13 00:00:00,2018-04-13 08:15:00,D141,1
LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-13 00:00:00,2018-04-13 08:20:00,D488,1
BA2937,BA,D,320,169.0,J,LGW,BA 1432 ,2018-04-13 00:00:00,2018-04-13 08:25:00,D1805,1
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-13 00:00:00,2018-04-13 08:30:00,D1937,1
EZY2684,EZY,D,320,180.0,J,MXP,EZY2683 ,2018-04-13 00:00:00,2018-04-13 08:30:00,D1737,1
BE263,BE,D,DH4,78.0,J,EMA,BE 291  ,2018-04-13 00:00:00,2018-04-13 08:45:00,D259,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-13 00:00:00,2018-04-13 08:45:00,D2441,1
EZY3386,EZY,D,319,156.0,J,VCE,EZY3385 ,2018-04-13 00:00:00,2018-04-13 08:50:00,D1909,1
BE292,BE,D,DH4,78.0,J,MAN,BE 775  ,2018-04-13 00:00:00,2018-04-13 09:00:00,D302,1
LS745,LS,D,73H,189.0,J,FUE,LS 706  ,2018-04-13 00:00:00,2018-04-13 09:00:00,D736,1
EZY6921,EZY,D,320,186.0,J,AMS,EZY231  ,2018-04-13 00:00:00,2018-04-13 09:05:00,D2287,1
BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-13 00:00:00,2018-04-13 09:05:00,D1380,1
AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-13 00:00:00,2018-04-13 09:10:00,D286,1
EZY14,EZY,D,319,156.0,J,LTN,EZY11   ,2018-04-13 00:00:00,2018-04-13 09:10:00,D60,1
EZY484,EZY,D,320,186.0,J,BFS,EZY803  ,2018-04-13 00:00:00,2018-04-13 09:15:00,D600,1
BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-13 00:00:00,2018-04-13 09:40:00,D997,1
LM353,LM,D,SF3,33.0,J,LSI,LM 352  ,2018-04-13 00:00:00,2018-04-13 09:40:00,D431,1
REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-13 00:00:00,2018-04-13 09:40:00,D155,1
FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-13 00:00:00,2018-04-13 09:40:00,D2670,1
BA8715,BA,D,E70,76.0,J,LCY,BA 8704 ,2018-04-13 00:00:00,2018-04-13 09:40:00,D2621,1
TK1344,TK,D,73H,165.0,J,IST,TK 1343 ,2018-04-13 00:00:00,2018-04-13 09:45:00,D1325,1
BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-13 00:00:00,2018-04-13 09:50:00,D758,1
BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-13 00:00:00,2018-04-13 09:50:00,D174,1
FR1287,FR,D,73H,189.0,J,MRS,FR 1286 ,2018-04-13 00:00:00,2018-04-13 10:20:00,D1256,1
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-13 00:00:00,2018-04-13 10:25:00,D164,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1605 ,2018-04-13 00:00:00,2018-04-13 10:25:00,D1532,1
SK2542,SK,D,73H,181.0,J,ARN,SK 2541 ,2018-04-13 00:00:00,2018-04-13 10:25:00,D1704,1
BA1443,BA,D,319,143.0,J,LHR,BA 2946 ,2018-04-13 00:00:00,2018-04-13 10:30:00,D1395,1
LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-13 00:00:00,2018-04-13 10:30:00,D387,1
EZS6920,EZS,D,320,186.0,J,BSL,EZS6919 ,2018-04-13 00:00:00,2018-04-13 10:35:00,D2274,1
EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-13 00:00:00,2018-04-13 10:35:00,D1857,1
BE655,BE,D,DH4,78.0,J,NOC,BE 842  ,2018-04-13 00:00:00,2018-04-13 10:55:00,D644,1
EZY6995,EZY,D,320,186.0,J,MAD,EZY233  ,2018-04-13 00:00:00,2018-04-13 11:00:00,D2488,1
WW861,WW,D,321,200.0,J,KEF,WW 860  ,2018-04-13 00:00:00,2018-04-13 11:00:00,D1084,1
EZY234,EZY,D,320,180.0,J,STN,EZY6962 ,2018-04-13 00:00:00,2018-04-13 11:10:00,D205,1
FR5834,FR,D,73H,189.0,J,BGY,FR 5833 ,2018-04-13 00:00:00,2018-04-13 11:25:00,D2064,1
EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-13 00:00:00,2018-04-13 11:30:00,D476,1
LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-13 00:00:00,2018-04-13 11:45:00,D1101,1
FR7892,FR,D,73H,189.0,J,GOT,FR 2454 ,2018-04-13 00:00:00,2018-04-13 11:50:00,D2535,1
EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-13 00:00:00,2018-04-13 12:00:00,D1973,1
TO3625,TO,D,73H,189.0,J,ORY,TO 3624 ,2018-04-13 00:00:00,2018-04-13 12:05:00,D1942,1
EZY6915,EZY,D,319,156.0,J,STR,EZY6914 ,2018-04-13 00:00:00,2018-04-13 12:05:00,D2257,1
EZY6955,EZY,D,319,156.0,J,CDG,EZY6992 ,2018-04-13 00:00:00,2018-04-13 12:25:00,D2369,1
KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-13 00:00:00,2018-04-13 12:25:00,D1235,1
BE687,BE,D,DH4,78.0,J,BHD,BE 293  ,2018-04-13 00:00:00,2018-04-13 12:25:00,D670,1
LM313,LM,D,SF3,33.0,J,IOM,LM 392  ,2018-04-13 00:00:00,2018-04-13 12:30:00,D377,1
BA2217,BA,D,E90,98.0,J,LCY,BA 2216 ,2018-04-13 00:00:00,2018-04-13 12:30:00,D1689,1
FR1051,FR,D,73H,189.0,J,NTE,FR 6267 ,2018-04-13 00:00:00,2018-04-13 12:30:00,D1134,1
EZY806,EZY,D,320,186.0,J,LGW,EZY483  ,2018-04-13 00:00:00,2018-04-13 12:40:00,D855,1
FR6621,FR,D,73H,189.0,J,TFS,FR 6682 ,2018-04-13 00:00:00,2018-04-13 12:45:00,D2122,1
WK311,WK,D,320,180.0,J,ZRH,WK 310  ,2018-04-13 00:00:00,2018-04-13 12:45:00,D370,1
EZY426,EZY,D,319,156.0,J,BRS,EZY13   ,2018-04-13 00:00:00,2018-04-13 12:45:00,D544,1
BA1445,BA,D,319,143.0,J,LHR,BA 1442 ,2018-04-13 00:00:00,2018-04-13 12:55:00,D1409,1
EZY6983,EZY,D,319,156.0,J,CPH,EZY425  ,2018-04-13 00:00:00,2018-04-13 13:00:00,D2458,1
FR7352,FR,D,73H,189.0,J,CRL,FR 1018 ,2018-04-13 00:00:00,2018-04-13 13:00:00,D2510,1
BA2941,BA,D,319,144.0,J,LGW,BA 2940 ,2018-04-13 00:00:00,2018-04-13 13:05:00,D1816,1
FR817,FR,D,73H,189.0,J,DUB,FR 816  ,2018-04-13 00:00:00,2018-04-13 13:10:00,D938,1
SK2546,SK,D,32A,174.0,J,ARN,SK 2545 ,2018-04-13 00:00:00,2018-04-13 13:20:00,D1717,1
EZY238,EZY,D,320,186.0,J,STN,EZY6922 ,2018-04-13 00:00:00,2018-04-13 13:20:00,D214,1
BE1339,BE,D,DH4,78.0,J,LCY,BE 846  ,2018-04-13 00:00:00,2018-04-13 13:25:00,D1295,1
RC415,RC,D,320,168.0,J,FAE,RC 414  ,2018-04-13 00:00:00,2018-04-13 13:30:00,D525,1
BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-13 00:00:00,2018-04-13 13:30:00,D317,1
FR2684,FR,D,73H,189.0,J,STN,FR 8883 ,2018-04-13 00:00:00,2018-04-13 13:40:00,D1755,1
FR1048,FR,D,73H,189.0,J,FKB,FR 6657 ,2018-04-13 00:00:00,2018-04-13 13:40:00,D1125,1
LM347,LM,D,SF3,33.0,J,SYY,LM 354 A,2018-04-13 00:00:00,2018-04-13 13:45:00,D411,1
LM397,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-13 00:00:00,2018-04-13 13:45:00,D497,1
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-13 00:00:00,2018-04-13 14:00:00,D1924,1
EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-13 00:00:00,2018-04-13 14:00:00,D1872,1
BE768,BE,D,DH4,78.0,J,SOU,BE 211  ,2018-04-13 00:00:00,2018-04-13 14:05:00,D772,1
LS851,LS,D,73C,148.0,J,VIE,LS 854  ,2018-04-13 00:00:00,2018-04-13 14:05:00,D1035,1
BE849,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-13 00:00:00,2018-04-13 14:10:00,D1013,1
LS821,LS,D,73C,148.0,J,MJV,LS 816  ,2018-04-13 00:00:00,2018-04-13 14:10:00,D963,1
BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-13 00:00:00,2018-04-13 14:20:00,D1427,1
KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-13 00:00:00,2018-04-13 14:30:00,D1249,1
EZY808,EZY,D,320,186.0,J,LGW,EZY807  ,2018-04-13 00:00:00,2018-04-13 14:35:00,D877,1
BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-13 00:00:00,2018-04-13 14:40:00,D1306,1
FR815,FR,D,73H,189.0,J,DUB,FR 7893 ,2018-04-13 00:00:00,2018-04-13 14:40:00,D929,1
BE689,BE,D,DH4,78.0,J,BHD,BE 2102 ,2018-04-13 00:00:00,2018-04-13 14:45:00,D684,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-13 00:00:00,2018-04-13 14:45:00,D349,1
FR6618,FR,D,73H,189.0,J,POZ,FR 6619 ,2018-04-13 00:00:00,2018-04-13 14:50:00,D2114,1
BE2107,BE,D,DH4,78.0,J,LHR,BE 2104 ,2018-04-13 00:00:00,2018-04-13 14:50:00,D1656,1
EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-13 00:00:00,2018-04-13 15:15:00,D1887,1
EZY486,EZY,D,320,186.0,J,BFS,EZY6924 ,2018-04-13 00:00:00,2018-04-13 15:25:00,D611,1
AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-13 00:00:00,2018-04-13 15:25:00,D1501,1
EZY6923,EZY,D,320,180.0,J,AMS,EZY6906 ,2018-04-13 00:00:00,2018-04-13 15:25:00,D2294,1
BA8707,BA,D,E70,76.0,J,LCY,BA 8716 ,2018-04-13 00:00:00,2018-04-13 15:30:00,D2590,1
FR6652,FR,D,73H,189.0,J,AGP,FR 6627 ,2018-04-13 00:00:00,2018-04-13 15:40:00,D2145,1
LM355A,LM,D,SF3,33.0,J,LSI,LM 314  ,2018-04-13 00:00:00,2018-04-13 15:40:00,D452,1
BE1343,BE,D,DH4,78.0,J,LCY,BE 848  ,2018-04-13 00:00:00,2018-04-13 15:55:00,D1319,1
SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-13 00:00:00,2018-04-13 15:55:00,D1598,1
FR5579,FR,D,73H,189.0,J,ALC,FR 6827 ,2018-04-13 00:00:00,2018-04-13 15:55:00,D2054,1
D81600,D8,D,7M8,189.0,J,SWF,D8 1641 ,2018-04-13 00:00:00,2018-04-13 16:10:00,D1515,1
BE851,BE,D,DH4,78.0,J,BHX,BE 266  ,2018-04-13 00:00:00,2018-04-13 16:15:00,D1022,1
EZY488,EZY,D,320,186.0,J,BFS,EZY427  ,2018-04-13 00:00:00,2018-04-13 16:25:00,D622,1
BA1455,BA,D,320,168.0,J,LHR,BA 1438 ,2018-04-13 00:00:00,2018-04-13 16:30:00,D1429,1
EZY428,EZY,D,320,186.0,J,BRS,EZY485  ,2018-04-13 00:00:00,2018-04-13 16:30:00,D555,1
KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-13 00:00:00,2018-04-13 16:30:00,D1269,1
EZY6907,EZY,D,320,186.0,J,GVA,EZY6950 ,2018-04-13 00:00:00,2018-04-13 16:50:00,D2236,1
BA8709,BA,D,E90,98.0,J,LCY,BA 8706 ,2018-04-13 00:00:00,2018-04-13 16:50:00,D2600,1
LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-13 00:00:00,2018-04-13 16:55:00,D465,1
EZY6959,EZY,D,320,186.0,J,NCE,EZY237  ,2018-04-13 00:00:00,2018-04-13 16:55:00,D2388,1
FR1068,FR,D,73H,189.0,J,TSF,FR 1052 ,2018-04-13 00:00:00,2018-04-13 17:00:00,D1158,1
LM399,LM,D,SF3,34.0,J,KOI,LM 348  ,2018-04-13 00:00:00,2018-04-13 17:00:00,D516,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6956 ,2018-04-13 00:00:00,2018-04-13 17:05:00,D2246,1
EZY18,EZY,D,320,180.0,J,LTN,EZY809  ,2018-04-13 00:00:00,2018-04-13 17:05:00,D78,1
EZY240,EZY,D,320,186.0,J,STN,EZY17   ,2018-04-13 00:00:00,2018-04-13 17:05:00,D225,1
LH965,LH,D,321,195.0,J,FRA,LH 964  ,2018-04-13 00:00:00,2018-04-13 17:10:00,D1112,1
FR8888,FR,D,73H,189.0,J,STN,FR 7353 ,2018-04-13 00:00:00,2018-04-13 17:15:00,D2679,1
FR1049,FR,D,73H,189.0,J,KTW,FR 2685 ,2018-04-13 00:00:00,2018-04-13 17:15:00,D1130,1
BE2109,BE,D,DH4,78.0,J,LHR,BE 692  ,2018-04-13 00:00:00,2018-04-13 17:20:00,D1668,1
EZY6957,EZY,D,319,156.0,J,CDG,EZY6916 ,2018-04-13 00:00:00,2018-04-13 17:30:00,D2378,1
EZY6931,EZY,D,320,186.0,J,HAM,EZY6940 ,2018-04-13 00:00:00,2018-04-13 17:35:00,D2315,1
BE296,BE,D,DH4,78.0,J,MAN,BE 295  ,2018-04-13 00:00:00,2018-04-13 17:40:00,D333,1
FR2674,FR,D,73H,189.0,J,CPH,FR 814  ,2018-04-13 00:00:00,2018-04-13 17:45:00,D1724,1
BE853,BE,D,DH4,78.0,J,BHX,BE 1340 ,2018-04-13 00:00:00,2018-04-13 17:50:00,D1054,1
BA1459,BA,D,320,168.0,J,LHR,BA 1452 ,2018-04-13 00:00:00,2018-04-13 17:50:00,D1455,1
EZY812,EZY,D,320,186.0,J,LGW,EZY487  ,2018-04-13 00:00:00,2018-04-13 17:55:00,D883,1
BA8717,BA,D,E90,98.0,J,LCY,BA 8712 ,2018-04-13 00:00:00,2018-04-13 18:00:00,D2630,1
BE772,BE,D,DH4,78.0,J,SOU,BE 850  ,2018-04-13 00:00:00,2018-04-13 18:00:00,D798,1
EZY430,EZY,D,320,186.0,J,BRS,EZY6996 ,2018-04-13 00:00:00,2018-04-13 18:00:00,D569,1
BA2945,BA,D,319,144.0,J,LGW,BA 1454 ,2018-04-13 00:00:00,2018-04-13 18:25:00,D1829,1
BE267,BE,D,DH4,78.0,J,EMA,BE 771  ,2018-04-13 00:00:00,2018-04-13 18:25:00,D269,1
LM308,LM,D,D38,31.0,J,NWI,LM 307  ,2018-04-13 00:00:00,2018-04-13 18:30:00,D366,1
FR8824,FR,D,73H,189.0,J,STN,FR 1047 ,2018-04-13 00:00:00,2018-04-13 18:35:00,D2643,1
EZY6925,EZY,D,320,180.0,J,AMS,EZY6926 ,2018-04-13 00:00:00,2018-04-13 18:40:00,D2304,1
BA1463,BA,D,319,143.0,J,LHR,BA 2944 ,2018-04-13 00:00:00,2018-04-13 18:40:00,D1480,1
EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-13 00:00:00,2018-04-13 18:50:00,D1901,1
EW1713,EW,D,32A,180.0,J,MUC,EW 1712 ,2018-04-13 00:00:00,2018-04-13 19:00:00,D1567,1
VY7816,VY,D,320,180.0,J,BCN,VY 7815 ,2018-04-13 00:00:00,2018-04-13 19:05:00,D2519,1
BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-13 00:00:00,2018-04-13 19:15:00,D701,1
EZY2686,EZY,D,320,186.0,J,MXP,EZY2685 ,2018-04-13 00:00:00,2018-04-13 19:15:00,D1765,1
SRR6565,SRR,D,76Y,0.0,F,CGN,SRR6566 ,2018-04-13 00:00:00,2018-04-13 19:25:00,D2100,1
BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-13 00:00:00,2018-04-13 19:40:00,D1066,1
3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-13 00:00:00,2018-04-13 19:45:00,D100,1
EZY432,EZY,D,320,186.0,J,BRS,EZY19   ,2018-04-13 00:00:00,2018-04-13 19:55:00,D579,1
EZY20,EZY,D,320,186.0,J,LTN,EZY429  ,2018-04-13 00:00:00,2018-04-13 19:55:00,D91,1
NPT9G,NPT,D,73P,0.0,M,STN,NPT9   H,2018-04-13 00:00:00,2018-04-13 20:00:00,D16,1
BCS2135,BCS,D,75C,0.0,H,EMA,BCS2134 ,2018-04-13 00:00:00,2018-04-13 20:00:00,D1678,1
FR819,FR,D,73H,189.0,J,DUB,FR 818  ,2018-04-13 00:00:00,2018-04-13 20:10:00,D960,1
EI3807,EI,D,AT7,70.0,J,ORK,EI 3808 ,2018-04-13 00:00:00,2018-04-13 20:15:00,D1980,1
EZY814,EZY,D,320,186.0,J,LGW,EZY811  ,2018-04-13 00:00:00,2018-04-13 20:15:00,D911,1
BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-13 00:00:00,2018-04-13 20:25:00,D2026,1
EZY490,EZY,D,320,186.0,J,BFS,EZY239  ,2018-04-13 00:00:00,2018-04-13 21:00:00,D631,1
NPT10J,NPT,D,73Y,0.0,M,STN,NPT12  B,2018-04-13 00:00:00,2018-04-13 21:25:00,D25,1
LM776P,LM,D,SF3,0.0,P,EMA,LM 775  ,2018-04-13 00:00:00,2018-04-13 21:40:00,D819,1
NPT12A,NPT,D,73Y,0.0,M,EMA,NPT10  K,2018-04-13 00:00:00,2018-04-13 21:45:00,D55,1
NPT4S,NPT,D,73P,0.0,M,EMA,NPT4   N,2018-04-13 00:00:00,2018-04-13 22:30:00,D5,1
NPT11M,NPT,D,73Y,0.0,M,STN,NPT11  L,2018-04-13 00:00:00,2018-04-13 22:35:00,D34,1
LM769,LM,D,SF3,0.0,M,INV,LM 768  ,2018-04-14 00:00:00,2018-04-14 01:55:00,D787,1
TOM1674,TOM,D,73H,189.0,C,PMI,TOM1553 ,2018-04-14 00:00:00,2018-04-14 04:40:00,D1541,1
AF1887,AF,D,32A,174.0,J,CDG,AF 1886 ,2018-04-14 00:00:00,2018-04-14 04:55:00,D1582,1
SN2066,SN,D,319,141.0,J,BRU,SN 2065 ,2018-04-14 00:00:00,2018-04-14 04:55:00,D1612,1
KL1276,KL,D,73H,186.0,J,AMS,KL 1293 ,2018-04-14 00:00:00,2018-04-14 05:00:00,D1206,1
EZY6993,EZY,D,320,186.0,J,MAD,EZY6978 ,2018-04-14 00:00:00,2018-04-14 05:05:00,D2478,1
EZY6959,EZY,D,319,156.0,J,NCE,EZY6984 ,2018-04-14 00:00:00,2018-04-14 05:15:00,D2393,1
BCS2135,BCS,D,75C,0.0,H,EMA,BCS2518 ,2018-04-14 00:00:00,2018-04-14 05:15:00,D1680,1
BE2101,BE,D,DH4,78.0,J,LHR,BE 1342 ,2018-04-14 00:00:00,2018-04-14 05:20:00,D1624,1
LS717,LS,D,73C,148.0,J,PMI,LS 852  ,2018-04-14 00:00:00,2018-04-14 05:25:00,D720,1
FR6266,FR,D,73H,189.0,J,BCN,FR 8887 ,2018-04-14 00:00:00,2018-04-14 05:30:00,D2087,1
BE760,BE,D,DH4,78.0,J,SOU,BE 1344 ,2018-04-14 00:00:00,2018-04-14 05:40:00,D748,1
BCS2237,BCS,D,75C,0.0,H,LEJ,BCS2134 ,2018-04-14 00:00:00,2018-04-14 05:40:00,D1692,1
BA2931,BA,D,319,144.0,J,LGW,BA 1462 ,2018-04-14 00:00:00,2018-04-14 05:40:00,D1785,1
EZY6935,EZY,D,320,186.0,J,VIE,EZY489  ,2018-04-14 00:00:00,2018-04-14 05:40:00,D2326,1
FR5834,FR,D,73H,189.0,J,BGY,FR 8823 ,2018-04-14 00:00:00,2018-04-14 05:40:00,D2066,1
BE290,BE,D,DH4,78.0,J,MAN,BE 852  ,2018-04-14 00:00:00,2018-04-14 05:40:00,D289,1
FR2886,FR,D,73H,189.0,J,KUN,FR 2675 ,2018-04-14 00:00:00,2018-04-14 05:45:00,D1776,1
LS815,LS,D,73H,189.0,J,FAO,LS 776  ,2018-04-14 00:00:00,2018-04-14 05:45:00,D920,1
FR6698,FR,D,73H,189.0,J,LPA,FR 1069 ,2018-04-14 00:00:00,2018-04-14 05:45:00,D2197,1
LS857,LS,D,73C,148.0,J,AGP,LS 822  ,2018-04-14 00:00:00,2018-04-14 05:55:00,D1074,1
EZY802,EZY,D,320,186.0,J,LGW,EZY431  ,2018-04-14 00:00:00,2018-04-14 06:00:00,D849,1
BE841,BE,D,DH4,78.0,J,BHX,BE 297  ,2018-04-14 00:00:00,2018-04-14 06:00:00,D967,1
FR8882,FR,D,73H,189.0,J,STN,FR 6622 ,2018-04-14 00:00:00,2018-04-14 06:00:00,D2658,1
EZY6921,EZY,D,319,156.0,J,AMS,EZY6958 ,2018-04-14 00:00:00,2018-04-14 06:05:00,D2289,1
BE1333,BE,D,DH4,78.0,J,LCY,BE 854  ,2018-04-14 00:00:00,2018-04-14 06:10:00,D1286,1
FR7141,FR,D,73H,189.0,J,VGO,FR 5578 ,2018-04-14 00:00:00,2018-04-14 06:10:00,D2497,1
EZY482,EZY,D,320,186.0,J,BFS,EZY813  ,2018-04-14 00:00:00,2018-04-14 06:10:00,D588,1
EZY232,EZY,D,319,156.0,J,STN,EZY6914 ,2018-04-14 00:00:00,2018-04-14 06:15:00,D192,1
BE261,BE,D,DH4,78.0,J,EMA,BE 268  ,2018-04-14 00:00:00,2018-04-14 06:20:00,D239,1
BA1461,BA,D,763,259.0,J,LHR,BA 1460 ,2018-04-14 00:00:00,2018-04-14 06:35:00,D1467,1
EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-14 00:00:00,2018-04-14 06:35:00,D2263,1
FR6656,FR,D,73H,189.0,J,PMI,FR 6653 ,2018-04-14 00:00:00,2018-04-14 06:40:00,D2175,1
EZY6997,EZY,D,320,186.0,J,GNB,EZY6932 ,2018-04-14 00:00:00,2018-04-14 06:50:00,D2495,1
FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-14 00:00:00,2018-04-14 07:00:00,D896,1
FR1078,FR,D,73H,189.0,J,HAM,FR 1077 ,2018-04-14 00:00:00,2018-04-14 07:05:00,D1173,1
EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-14 00:00:00,2018-04-14 07:20:00,D1843,1
LS775,LS,D,73H,189.0,J,ALC,LS 858  ,2018-04-14 00:00:00,2018-04-14 07:30:00,D809,1
FR1119,FR,D,73H,189.0,J,CCF,FR 7845 ,2018-04-14 00:00:00,2018-04-14 07:30:00,D1184,1
LM391,LM,D,SF3,33.0,J,KOI,LM 394  ,2018-04-14 00:00:00,2018-04-14 07:30:00,D490,1
FR7844,FR,D,73H,189.0,J,CFU,FR 1050 ,2018-04-14 00:00:00,2018-04-14 07:35:00,D2533,1
BE681,BE,D,DH4,78.0,J,BHD,BE 680  ,2018-04-14 00:00:00,2018-04-14 07:35:00,D657,1
AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-14 00:00:00,2018-04-14 07:45:00,D1554,1
BA1439,BA,D,321,205.0,J,LHR,BA 1448 ,2018-04-14 00:00:00,2018-04-14 07:50:00,D1368,1
EZY12,EZY,D,319,156.0,J,LTN,EZY11   ,2018-04-14 00:00:00,2018-04-14 07:55:00,D47,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 2110 ,2018-04-14 00:00:00,2018-04-14 07:55:00,D1636,1
EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-14 00:00:00,2018-04-14 07:55:00,D535,1
LS727,LS,D,73H,189.0,J,TFS,LS 716  ,2018-04-14 00:00:00,2018-04-14 08:00:00,D730,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-14 00:00:00,2018-04-14 08:00:00,D1222,1
EI3805,EI,D,AT7,70.0,J,ORK,EI 3806 ,2018-04-14 00:00:00,2018-04-14 08:05:00,D1976,1
EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-14 00:00:00,2018-04-14 08:05:00,D112,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-14 00:00:00,2018-04-14 08:15:00,D142,1
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-14 00:00:00,2018-04-14 08:30:00,D1938,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-14 00:00:00,2018-04-14 08:45:00,D2442,1
LM306,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-14 00:00:00,2018-04-14 08:55:00,D357,1
D85511,D8,D,73H,186.0,J,BCN,D8 5510 ,2018-04-14 00:00:00,2018-04-14 09:05:00,D2043,1
AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-14 00:00:00,2018-04-14 09:10:00,D282,1
BE540,BE,D,DH4,78.0,J,CWL,BE 291  ,2018-04-14 00:00:00,2018-04-14 09:10:00,D633,1
LM353,LM,D,S20,50.0,J,LSI,LM 352  ,2018-04-14 00:00:00,2018-04-14 09:30:00,D433,1
EZY6973,EZY,D,320,186.0,J,PMI,EZY6974 ,2018-04-14 00:00:00,2018-04-14 09:35:00,D2422,1
FR6654,FR,D,73H,189.0,J,BOD,FR 8881 ,2018-04-14 00:00:00,2018-04-14 09:40:00,D2160,1
BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-14 00:00:00,2018-04-14 09:40:00,D998,1
TK1344,TK,D,73H,165.0,J,IST,TK 1343 ,2018-04-14 00:00:00,2018-04-14 09:45:00,D1326,1
BE764,BE,D,DH4,78.0,J,SOU,BE 763  ,2018-04-14 00:00:00,2018-04-14 09:50:00,D763,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6922 ,2018-04-14 00:00:00,2018-04-14 10:00:00,D2253,1
EZY6905,EZY,D,319,156.0,J,GVA,EZY231  ,2018-04-14 00:00:00,2018-04-14 10:00:00,D2231,1
EZY6963,EZY,D,320,186.0,J,JER,EZY803  ,2018-04-14 00:00:00,2018-04-14 10:10:00,D2410,1
BA2937,BA,D,319,144.0,J,LGW,BA 2936 ,2018-04-14 00:00:00,2018-04-14 10:10:00,D1808,1
EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-14 00:00:00,2018-04-14 10:20:00,D478,1
BA1443,BA,D,321,205.0,J,LHR,        ,2018-04-14 00:00:00,2018-04-14 10:25:00,D1396,0
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-14 00:00:00,2018-04-14 10:25:00,D165,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-14 00:00:00,2018-04-14 10:25:00,D1528,1
