SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,ID,LINK
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-08 00:00:00,2018-04-08 14:55:00,D1913,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-08 00:00:00,2018-04-08 15:05:00,D344,1
EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-08 00:00:00,2018-04-08 15:15:00,D1882,1
AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-08 00:00:00,2018-04-08 15:25:00,D1497,1
EZY426,EZY,D,320,186.0,J,BRS,EZY425  ,2018-04-08 00:00:00,2018-04-08 15:25:00,D539,1
EZY486,EZY,D,320,186.0,J,BFS,EZY233  ,2018-04-08 00:00:00,2018-04-08 15:25:00,D602,1
BE212,BE,D,DH4,78.0,J,EXT,BE 211  ,2018-04-08 00:00:00,2018-04-08 15:25:00,D179,1
FR6652,FR,D,73H,189.0,J,AGP,FR 6696 ,2018-04-08 00:00:00,2018-04-08 15:40:00,D2149,1
SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-08 00:00:00,2018-04-08 15:55:00,D1593,1
EZY18,EZY,D,319,156.0,J,LTN,EZY17   ,2018-04-08 00:00:00,2018-04-08 16:10:00,D73,1
D81600,D8,D,7M8,189.0,J,SWF,D8 1641 ,2018-04-08 00:00:00,2018-04-08 16:10:00,D1512,1
LM355A,LM,D,SF3,33.0,J,LSI,LM 336  ,2018-04-08 00:00:00,2018-04-08 16:10:00,D449,1
BE851,BE,D,DH4,78.0,J,BHX,BE 848  ,2018-04-08 00:00:00,2018-04-08 16:15:00,D1026,1
BA1455,BA,D,320,168.0,J,LHR,BA 1458 ,2018-04-08 00:00:00,2018-04-08 16:30:00,D1435,1
KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-08 00:00:00,2018-04-08 16:30:00,D1264,1
BE1343,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-08 00:00:00,2018-04-08 16:45:00,D1310,1
LM399A,LM,D,SF3,34.0,J,KOI,LM 348 A,2018-04-08 00:00:00,2018-04-08 16:55:00,D518,1
EZY6959,EZY,D,320,186.0,J,NCE,EZY809  ,2018-04-08 00:00:00,2018-04-08 16:55:00,D2390,1
EW1713,EW,D,32A,180.0,J,MUC,EW 1712 ,2018-04-08 00:00:00,2018-04-08 16:55:00,D1558,1
FR1049,FR,D,73H,189.0,J,KTW,FR 1108 ,2018-04-08 00:00:00,2018-04-08 16:55:00,D1127,1
EZY428,EZY,D,320,186.0,J,BRS,EZY485  ,2018-04-08 00:00:00,2018-04-08 17:00:00,D546,1
EZY488,EZY,D,320,186.0,J,BFS,EZY6924 ,2018-04-08 00:00:00,2018-04-08 17:00:00,D615,1
EZY6983,EZY,D,320,186.0,J,CPH,EZY427  ,2018-04-08 00:00:00,2018-04-08 17:00:00,D2451,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6956 ,2018-04-08 00:00:00,2018-04-08 17:05:00,D2243,1
LM357,LM,D,SF3,33.0,J,LSI,LM 398  ,2018-04-08 00:00:00,2018-04-08 17:10:00,D454,1
LH965,LH,D,321,195.0,J,FRA,LH 964  ,2018-04-08 00:00:00,2018-04-08 17:10:00,D1114,1
FR8888,FR,D,73H,189.0,J,STN,FR 2685 ,2018-04-08 00:00:00,2018-04-08 17:15:00,D2673,1
EZY6957,EZY,D,319,156.0,J,CDG,EZY237  ,2018-04-08 00:00:00,2018-04-08 17:15:00,D2375,1
BE2109,BE,D,DH4,78.0,J,LHR,BE 266  ,2018-04-08 00:00:00,2018-04-08 17:20:00,D1659,1
EZY6931,EZY,D,320,186.0,J,HAM,EZY6978 ,2018-04-08 00:00:00,2018-04-08 17:35:00,D2317,1
BE296,BE,D,DH4,78.0,J,MAN,BE 295  ,2018-04-08 00:00:00,2018-04-08 17:40:00,D326,1
BA1459,BA,D,319,143.0,J,LHR,BA 1452 ,2018-04-08 00:00:00,2018-04-08 17:45:00,D1444,1
FR2674,FR,D,73H,189.0,J,CPH,FR 1077 ,2018-04-08 00:00:00,2018-04-08 17:45:00,D1726,1
FR7352,FR,D,73H,189.0,J,CRL,FR 7835 ,2018-04-08 00:00:00,2018-04-08 17:45:00,D2501,1
BE853,BE,D,DH4,78.0,J,BHX,BE 850  ,2018-04-08 00:00:00,2018-04-08 17:50:00,D1049,1
EZY812,EZY,D,320,186.0,J,LGW,EZY6908 ,2018-04-08 00:00:00,2018-04-08 17:55:00,D885,1
BE772,BE,D,DH4,78.0,J,SOU,BE 771  ,2018-04-08 00:00:00,2018-04-08 18:00:00,D800,1
EZY430,EZY,D,320,186.0,J,BRS,EZY6996 ,2018-04-08 00:00:00,2018-04-08 18:00:00,D564,1
EZY240,EZY,D,320,186.0,J,STN,EZY487  ,2018-04-08 00:00:00,2018-04-08 18:00:00,D220,1
EW9365,EW,D,32A,180.0,J,DUS,EW 9364 ,2018-04-08 00:00:00,2018-04-08 18:05:00,D2690,1
BE267,BE,D,DH4,78.0,J,EMA,BE 1342 ,2018-04-08 00:00:00,2018-04-08 18:25:00,D271,1
BE691,BE,D,DH4,78.0,J,BHD,BE 769  ,2018-04-08 00:00:00,2018-04-08 18:30:00,D687,1
FR8824,FR,D,73H,189.0,J,STN,FR 1053 ,2018-04-08 00:00:00,2018-04-08 18:35:00,D2646,1
EZY6925,EZY,D,320,180.0,J,AMS,EZY6926 ,2018-04-08 00:00:00,2018-04-08 18:40:00,D2301,1
AY1374,AY,D,E90,100.0,J,HEL,AY 1373 ,2018-04-08 00:00:00,2018-04-08 18:40:00,D1341,1
WK311,WK,D,320,180.0,J,ZRH,WK 310  ,2018-04-08 00:00:00,2018-04-08 18:40:00,D372,1
BA1463,BA,D,319,143.0,J,LHR,BA 1454 ,2018-04-08 00:00:00,2018-04-08 18:45:00,D1469,1
EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-08 00:00:00,2018-04-08 18:50:00,D1896,1
FR6826,FR,D,73H,189.0,J,FAO,FR 6827 ,2018-04-08 00:00:00,2018-04-08 18:55:00,D2201,1
BA8719,BA,D,E90,98.0,J,LCY,BA 8714 ,2018-04-08 00:00:00,2018-04-08 18:55:00,D2639,1
FR9304,FR,D,73H,189.0,J,GRO,FR 9303 ,2018-04-08 00:00:00,2018-04-08 19:00:00,D2685,1
VY7816,VY,D,320,180.0,J,BCN,VY 7815 ,2018-04-08 00:00:00,2018-04-08 19:05:00,D2518,1
FR4383,FR,D,73H,189.0,J,HHN,FR 4382 ,2018-04-08 00:00:00,2018-04-08 19:10:00,D1983,1
EZY2686,EZY,D,320,186.0,J,MXP,EZY2685 ,2018-04-08 00:00:00,2018-04-08 19:15:00,D1761,1
BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-08 00:00:00,2018-04-08 19:25:00,D690,1
BA1465,BA,D,320,168.0,J,LHR,BA 1458 ,2018-04-08 00:00:00,2018-04-08 19:35:00,D1484,1
BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-08 00:00:00,2018-04-08 19:40:00,D1055,1
EZY20,EZY,D,320,186.0,J,LTN,EZY19   ,2018-04-08 00:00:00,2018-04-08 19:55:00,D82,1
EZY490,EZY,D,320,186.0,J,BFS,EZY6940 ,2018-04-08 00:00:00,2018-04-08 19:55:00,D626,1
EI3807,EI,D,AT7,70.0,J,ORK,EI 3808 ,2018-04-08 00:00:00,2018-04-08 20:15:00,D1979,1
EZY814,EZY,D,320,186.0,J,LGW,EZY811  ,2018-04-08 00:00:00,2018-04-08 20:15:00,D907,1
BA2945,BA,D,319,144.0,J,LGW,BA 2944 ,2018-04-08 00:00:00,2018-04-08 20:20:00,D1818,1
FR819,FR,D,73H,189.0,J,DUB,FR 818  ,2018-04-08 00:00:00,2018-04-08 20:40:00,D948,1
BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-08 00:00:00,2018-04-08 21:00:00,D2015,1
EZY432,EZY,D,320,186.0,J,BRS,EZY431  ,2018-04-08 00:00:00,2018-04-08 21:15:00,D572,1
SN2066,SN,D,319,141.0,J,BRU,SN 2065 ,2018-04-09 00:00:00,2018-04-09 04:55:00,D1607,1
AF1887,AF,D,32A,174.0,J,CDG,AF 1886 ,2018-04-09 00:00:00,2018-04-09 04:55:00,D1578,1
KL1276,KL,D,73H,186.0,J,AMS,KL 1293 ,2018-04-09 00:00:00,2018-04-09 05:00:00,D1201,1
EZY6901,EZY,D,320,186.0,J,SVQ,EZY429  ,2018-04-09 00:00:00,2018-04-09 05:00:00,D2210,1
EZY6961,EZY,D,320,186.0,J,PRG,EZY489  ,2018-04-09 00:00:00,2018-04-09 05:00:00,D2399,1
EZY802,EZY,D,320,186.0,J,LGW,EZY6984 ,2018-04-09 00:00:00,2018-04-09 05:05:00,D845,1
EZY232,EZY,D,320,186.0,J,STN,EZY239  ,2018-04-09 00:00:00,2018-04-09 05:10:00,D182,1
FR6626,FR,D,73H,189.0,J,ACE,FR 8887 ,2018-04-09 00:00:00,2018-04-09 05:10:00,D2134,1
BE2101,BE,D,DH4,78.0,J,LHR,BE 852  ,2018-04-09 00:00:00,2018-04-09 05:20:00,D1613,1
BE1331,BE,D,DH4,78.0,J,LCY,BE 1344 ,2018-04-09 00:00:00,2018-04-09 05:25:00,D1280,1
FR6681,FR,D,73H,189.0,J,CIA,FR 6604 ,2018-04-09 00:00:00,2018-04-09 05:25:00,D2184,1
BA8701,BA,D,E90,98.0,J,LCY,BA 8714 ,2018-04-09 00:00:00,2018-04-09 05:30:00,D2561,1
FR6266,FR,D,73H,189.0,J,BCN,FR 7353 ,2018-04-09 00:00:00,2018-04-09 05:30:00,D2083,1
FR6826,FR,D,73H,189.0,J,FAO,FR 8823 ,2018-04-09 00:00:00,2018-04-09 05:35:00,D2204,1
LS857,LS,D,73C,148.0,J,AGP,LS 788  ,2018-04-09 00:00:00,2018-04-09 05:35:00,D1068,1
BA2931,BA,D,319,144.0,J,LGW,BA 1448 ,2018-04-09 00:00:00,2018-04-09 05:35:00,D1791,1
BE290,BE,D,DH4,78.0,J,MAN,BE 696  ,2018-04-09 00:00:00,2018-04-09 05:40:00,D297,1
EZY6939,EZY,D,320,186.0,J,KRK,EZY813  ,2018-04-09 00:00:00,2018-04-09 05:40:00,D2338,1
BE760,BE,D,DH4,78.0,J,SOU,BE 297  ,2018-04-09 00:00:00,2018-04-09 05:40:00,D749,1
FR2453,FR,D,73H,189.0,J,BLQ,FR 2675 ,2018-04-09 00:00:00,2018-04-09 05:50:00,D1694,1
BA1435,BA,D,763,259.0,J,LHR,BA 1460 ,2018-04-09 00:00:00,2018-04-09 05:50:00,D1349,1
BE841,BE,D,DH4,78.0,J,BHX,BE 854  ,2018-04-09 00:00:00,2018-04-09 06:00:00,D974,1
FR8882,FR,D,73H,189.0,J,STN,FR 1050 ,2018-04-09 00:00:00,2018-04-09 06:00:00,D2650,1
EZY12,EZY,D,320,186.0,J,LTN,EZY6932 ,2018-04-09 00:00:00,2018-04-09 06:00:00,D37,1
BA8711,BA,D,E90,98.0,J,LCY,BA 8716 ,2018-04-09 00:00:00,2018-04-09 06:05:00,D2609,1
BE1333,BE,D,DH4,78.0,J,LCY,BE 268  ,2018-04-09 00:00:00,2018-04-09 06:10:00,D1288,1
EZY482,EZY,D,320,186.0,J,BFS,EZY6960 ,2018-04-09 00:00:00,2018-04-09 06:10:00,D584,1
FR1048,FR,D,73H,189.0,J,FKB,FR 8422 ,2018-04-09 00:00:00,2018-04-09 06:15:00,D1123,1
EZY6983,EZY,D,319,156.0,J,CPH,EZY6982 ,2018-04-09 00:00:00,2018-04-09 06:15:00,D2454,1
BE261,BE,D,DH4,78.0,J,EMA,BE 2110 ,2018-04-09 00:00:00,2018-04-09 06:20:00,D246,1
BE681,BE,D,DH4,78.0,J,BHD,BE 775  ,2018-04-09 00:00:00,2018-04-09 06:20:00,D651,1
LM351,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-09 00:00:00,2018-04-09 06:25:00,D413,1
EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-09 00:00:00,2018-04-09 06:35:00,D2262,1
FR6656,FR,D,73H,189.0,J,PMI,FR 6653 ,2018-04-09 00:00:00,2018-04-09 06:35:00,D2171,1
BA8705,BA,D,E90,98.0,J,LCY,BA 8718 ,2018-04-09 00:00:00,2018-04-09 06:35:00,D2582,1
LS853,LS,D,73C,148.0,J,VCE,LS 776  ,2018-04-09 00:00:00,2018-04-09 06:45:00,D1040,1
BA1461,BA,D,319,143.0,J,LHR,BA 1462 ,2018-04-09 00:00:00,2018-04-09 07:00:00,D1457,1
FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-09 00:00:00,2018-04-09 07:00:00,D893,1
EZY804,EZY,D,320,180.0,J,LGW,EZY801  ,2018-04-09 00:00:00,2018-04-09 07:20:00,D853,1
EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-09 00:00:00,2018-04-09 07:20:00,D1838,1
LS815,LS,D,73C,148.0,J,FAO,LS 816  ,2018-04-09 00:00:00,2018-04-09 07:25:00,D925,1
LS775,LS,D,73H,189.0,J,ALC,LS 706  ,2018-04-09 00:00:00,2018-04-09 07:30:00,D807,1
TOM1130,TOM,D,73H,189.0,C,LPA,TOM1797 ,2018-04-09 00:00:00,2018-04-09 07:35:00,D1186,1
BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-09 00:00:00,2018-04-09 07:40:00,D985,1
BE4502,BE,D,E95,118.0,J,CWL,BE 4501 ,2018-04-09 00:00:00,2018-04-09 07:40:00,D1998,1
AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-09 00:00:00,2018-04-09 07:45:00,D1546,1
QR32,QR,D,359,283.0,J,DOH,QR 31   ,2018-04-09 00:00:00,2018-04-09 07:45:00,D125,1
LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-09 00:00:00,2018-04-09 07:45:00,D342,1
BA8703,BA,D,E90,98.0,J,LCY,BA 8700 ,2018-04-09 00:00:00,2018-04-09 07:45:00,D2573,1
EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-09 00:00:00,2018-04-09 07:50:00,D1956,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-09 00:00:00,2018-04-09 07:55:00,D1640,1
EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-09 00:00:00,2018-04-09 07:55:00,D537,1
EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-09 00:00:00,2018-04-09 08:05:00,D109,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-09 00:00:00,2018-04-09 08:10:00,D1216,1
BA1439,BA,D,320,168.0,J,LHR,BA 1432 ,2018-04-09 00:00:00,2018-04-09 08:10:00,D1362,1
LS715,LS,D,73H,189.0,J,LPA,LS 728  ,2018-04-09 00:00:00,2018-04-09 08:10:00,D712,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-09 00:00:00,2018-04-09 08:15:00,D137,1
LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-09 00:00:00,2018-04-09 08:20:00,D484,1
BA2937,BA,D,319,144.0,J,LGW,BA 2936 ,2018-04-09 00:00:00,2018-04-09 08:20:00,D1798,1
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-09 00:00:00,2018-04-09 08:30:00,D1933,1
AY1372,AY,D,E90,100.0,J,HEL,AY 1371 ,2018-04-09 00:00:00,2018-04-09 08:30:00,D1337,1
LM341,LM,D,SF3,34.0,J,SYY,LM 352  ,2018-04-09 00:00:00,2018-04-09 08:40:00,D395,1
LM353,LM,D,SF3,33.0,J,LSI,LM 358  ,2018-04-09 00:00:00,2018-04-09 08:45:00,D423,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-09 00:00:00,2018-04-09 08:45:00,D2437,1
LS735,LS,D,73H,189.0,J,FNC,LS 798  ,2018-04-09 00:00:00,2018-04-09 08:45:00,D734,1
EZY3386,EZY,D,319,156.0,J,VCE,EZY3385 ,2018-04-09 00:00:00,2018-04-09 08:50:00,D1908,1
EZY2684,EZY,D,320,186.0,J,MXP,EZY2683 ,2018-04-09 00:00:00,2018-04-09 08:50:00,D1740,1
BE292,BE,D,DH4,78.0,J,MAN,BE 291  ,2018-04-09 00:00:00,2018-04-09 09:00:00,D298,1
BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-09 00:00:00,2018-04-09 09:05:00,D1372,1
EZY6921,EZY,D,320,186.0,J,AMS,EZY231  ,2018-04-09 00:00:00,2018-04-09 09:05:00,D2279,1
AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-09 00:00:00,2018-04-09 09:10:00,D274,1
EZY426,EZY,D,319,156.0,J,BRS,EZY6958 ,2018-04-09 00:00:00,2018-04-09 09:15:00,D542,1
BA8715,BA,D,E90,98.0,J,LCY,BA 8704 ,2018-04-09 00:00:00,2018-04-09 09:40:00,D2622,1
REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-09 00:00:00,2018-04-09 09:40:00,D151,1
FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-09 00:00:00,2018-04-09 09:40:00,D2666,1
BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-09 00:00:00,2018-04-09 09:40:00,D994,1
EZY6905,EZY,D,320,186.0,J,GVA,EZY11   ,2018-04-09 00:00:00,2018-04-09 09:45:00,D2224,1
BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-09 00:00:00,2018-04-09 09:50:00,D170,1
BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-09 00:00:00,2018-04-09 09:50:00,D764,1
FR1287,FR,D,73H,189.0,J,MRS,FR 1286 ,2018-04-09 00:00:00,2018-04-09 10:20:00,D1255,1
SK2542,SK,D,73H,181.0,J,ARN,SK 2541 ,2018-04-09 00:00:00,2018-04-09 10:25:00,D1703,1
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-09 00:00:00,2018-04-09 10:25:00,D161,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-09 00:00:00,2018-04-09 10:25:00,D1526,1
EW9365,EW,D,32A,180.0,J,DUS,EW 9364 ,2018-04-09 00:00:00,2018-04-09 10:30:00,D2693,1
LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-09 00:00:00,2018-04-09 10:30:00,D383,1
EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-09 00:00:00,2018-04-09 10:35:00,D1853,1
BE655,BE,D,DH4,78.0,J,NOC,BE 1334 ,2018-04-09 00:00:00,2018-04-09 10:55:00,D639,1
BE263,BE,D,DH4,78.0,J,EMA,BE 842  ,2018-04-09 00:00:00,2018-04-09 11:00:00,D253,1
EZY234,EZY,D,320,180.0,J,STN,EZY233  ,2018-04-09 00:00:00,2018-04-09 11:00:00,D197,1
WW861,WW,D,321,200.0,J,KEF,WW 860  ,2018-04-09 00:00:00,2018-04-09 11:00:00,D1080,1
BA1443,BA,D,320,168.0,J,LHR,BA 1438 ,2018-04-09 00:00:00,2018-04-09 11:00:00,D1387,1
EZY6995,EZY,D,320,186.0,J,MAD,EZY6962 ,2018-04-09 00:00:00,2018-04-09 11:00:00,D2492,1
FR1051,FR,D,73H,189.0,J,NTE,FR 1047 ,2018-04-09 00:00:00,2018-04-09 11:10:00,D1132,1
EZY6915,EZY,D,319,156.0,J,STR,EZY6984 ,2018-04-09 00:00:00,2018-04-09 11:15:00,D2255,1
EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-09 00:00:00,2018-04-09 11:30:00,D473,1
LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-09 00:00:00,2018-04-09 11:45:00,D1092,1
FR7892,FR,D,73H,189.0,J,GOT,FR 7893 ,2018-04-09 00:00:00,2018-04-09 11:50:00,D2537,1
EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-09 00:00:00,2018-04-09 12:00:00,D1969,1
TO3625,TO,D,73H,189.0,J,ORY,TO 3624 ,2018-04-09 00:00:00,2018-04-09 12:10:00,D1944,1
BE687,BE,D,DH4,78.0,J,BHD,BE 293  ,2018-04-09 00:00:00,2018-04-09 12:25:00,D671,1
EZY6955,EZY,D,319,156.0,J,CDG,EZY6914 ,2018-04-09 00:00:00,2018-04-09 12:25:00,D2365,1
KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-09 00:00:00,2018-04-09 12:25:00,D1231,1
BA2217,BA,D,E90,98.0,J,LCY,BA 2216 ,2018-04-09 00:00:00,2018-04-09 12:30:00,D1690,1
FR6621,FR,D,73H,189.0,J,TFS,FR 6682 ,2018-04-09 00:00:00,2018-04-09 12:40:00,D2119,1
EZY806,EZY,D,320,186.0,J,LGW,EZY6902 ,2018-04-09 00:00:00,2018-04-09 12:40:00,D857,1
FR7352,FR,D,73H,189.0,J,CRL,FR 2454 ,2018-04-09 00:00:00,2018-04-09 12:45:00,D2504,1
RC415,RC,D,319,144.0,J,FAE,RC 414  ,2018-04-09 00:00:00,2018-04-09 12:45:00,D523,1
LM313,LM,D,SF3,33.0,J,IOM,LM 342  ,2018-04-09 00:00:00,2018-04-09 12:50:00,D375,1
LM355,LM,D,SF3,33.0,J,LSI,LM 354  ,2018-04-09 00:00:00,2018-04-09 12:50:00,D441,1
EZY6931,EZY,D,319,156.0,J,HAM,EZY425  ,2018-04-09 00:00:00,2018-04-09 12:55:00,D2322,1
BA1445,BA,D,319,143.0,J,LHR,BA 2940 ,2018-04-09 00:00:00,2018-04-09 12:55:00,D1403,1
BA2941,BA,D,319,144.0,J,LGW,BA 1442 ,2018-04-09 00:00:00,2018-04-09 13:05:00,D1810,1
FR817,FR,D,73H,189.0,J,DUB,FR 6827 ,2018-04-09 00:00:00,2018-04-09 13:10:00,D946,1
EZY14,EZY,D,319,156.0,J,LTN,EZY13   ,2018-04-09 00:00:00,2018-04-09 13:10:00,D58,1
EZY238,EZY,D,320,186.0,J,STN,EZY6922 ,2018-04-09 00:00:00,2018-04-09 13:20:00,D212,1
BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-09 00:00:00,2018-04-09 13:30:00,D314,1
LM397,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-09 00:00:00,2018-04-09 13:35:00,D495,1
FR2684,FR,D,73H,189.0,J,STN,FR 6657 ,2018-04-09 00:00:00,2018-04-09 13:40:00,D1748,1
EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-09 00:00:00,2018-04-09 14:00:00,D1868,1
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-09 00:00:00,2018-04-09 14:00:00,D1919,1
LS851,LS,D,73C,148.0,J,VIE,LS 858  ,2018-04-09 00:00:00,2018-04-09 14:05:00,D1037,1
BE768,BE,D,DH4,78.0,J,SOU,BE 846  ,2018-04-09 00:00:00,2018-04-09 14:05:00,D777,1
BE849,BE,D,DH4,78.0,J,BHX,BE 211  ,2018-04-09 00:00:00,2018-04-09 14:10:00,D1017,1
LS821,LS,D,73C,148.0,J,MJV,LS 854  ,2018-04-09 00:00:00,2018-04-09 14:10:00,D965,1
FR1017,FR,D,73H,189.0,J,BUD,FR 1018 ,2018-04-09 00:00:00,2018-04-09 14:15:00,D1117,1
EZY6949,EZY,D,320,186.0,J,TFS,EZY6978 ,2018-04-09 00:00:00,2018-04-09 14:20:00,D2355,1
KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-09 00:00:00,2018-04-09 14:25:00,D1252,1
BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-09 00:00:00,2018-04-09 14:35:00,D1421,1
EZY808,EZY,D,320,186.0,J,LGW,EZY15   ,2018-04-09 00:00:00,2018-04-09 14:35:00,D871,1
EZY16,EZY,D,320,186.0,J,LTN,EZY807  ,2018-04-09 00:00:00,2018-04-09 14:40:00,D65,1
BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-09 00:00:00,2018-04-09 14:40:00,D1300,1
FR815,FR,D,73H,189.0,J,DUB,FR 6267 ,2018-04-09 00:00:00,2018-04-09 14:40:00,D931,1
BE689,BE,D,DH4,78.0,J,BHD,BE 2102 ,2018-04-09 00:00:00,2018-04-09 14:45:00,D685,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-09 00:00:00,2018-04-09 14:45:00,D348,1
BE2107,BE,D,DH4,78.0,J,LHR,BE 2104 ,2018-04-09 00:00:00,2018-04-09 14:50:00,D1657,1
TK1346,TK,D,73H,165.0,J,IST,TK 1345 ,2018-04-09 00:00:00,2018-04-09 14:55:00,D1332,1
EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-09 00:00:00,2018-04-09 15:15:00,D1883,1
AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-09 00:00:00,2018-04-09 15:25:00,D1498,1
EZY6923,EZY,D,320,180.0,J,AMS,EZY6924 ,2018-04-09 00:00:00,2018-04-09 15:25:00,D2296,1
EZY486,EZY,D,320,186.0,J,BFS,EZY6906 ,2018-04-09 00:00:00,2018-04-09 15:25:00,D606,1
FR6652,FR,D,73H,189.0,J,AGP,FR 6627 ,2018-04-09 00:00:00,2018-04-09 15:40:00,D2144,1
BE1343,BE,D,DH4,78.0,J,LCY,BE 848  ,2018-04-09 00:00:00,2018-04-09 15:55:00,D1313,1
SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-09 00:00:00,2018-04-09 15:55:00,D1594,1
FR5579,FR,D,73H,189.0,J,ALC,FR 1052 ,2018-04-09 00:00:00,2018-04-09 15:55:00,D2048,1
FR1109,FR,D,73H,189.0,J,EIN,FR 816  ,2018-04-09 00:00:00,2018-04-09 16:05:00,D1178,1
D81600,D8,D,7M8,189.0,J,SWF,D8 1641 ,2018-04-09 00:00:00,2018-04-09 16:10:00,D1513,1
BE851,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-09 00:00:00,2018-04-09 16:15:00,D1030,1
EZY488,EZY,D,320,186.0,J,BFS,EZY427  ,2018-04-09 00:00:00,2018-04-09 16:25:00,D620,1
KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-09 00:00:00,2018-04-09 16:30:00,D1265,1
EZY428,EZY,D,320,186.0,J,BRS,EZY485  ,2018-04-09 00:00:00,2018-04-09 16:30:00,D553,1
BA1455,BA,D,320,168.0,J,LHR,BA 1448 ,2018-04-09 00:00:00,2018-04-09 16:35:00,D1438,1
FR6624,FR,D,73H,189.0,J,KRK,FR 8883 ,2018-04-09 00:00:00,2018-04-09 16:45:00,D2130,1
BA8709,BA,D,E90,98.0,J,LCY,BA 8706 ,2018-04-09 00:00:00,2018-04-09 16:50:00,D2592,1
EZY6959,EZY,D,320,186.0,J,NCE,EZY237  ,2018-04-09 00:00:00,2018-04-09 16:55:00,D2386,1
LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-09 00:00:00,2018-04-09 16:55:00,D461,1
LM399A,LM,D,SF3,33.0,J,KOI,LM 314  ,2018-04-09 00:00:00,2018-04-09 17:00:00,D521,1
FR1068,FR,D,73H,189.0,J,TSF,FR 7353 ,2018-04-09 00:00:00,2018-04-09 17:00:00,D1154,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6956 ,2018-04-09 00:00:00,2018-04-09 17:05:00,D2244,1
EZY240,EZY,D,320,186.0,J,STN,EZY809  ,2018-04-09 00:00:00,2018-04-09 17:05:00,D229,1
